"field","value"
"D_agg_um",50
"alpha_g_feed",0.0184333142106516
"Dp50_um",75.6810933272917
"Dp90_um",154.045652020013
"phi_porosity",0.231418739644395
"theta_skin",0.981079142793535
"rho_tapped",593.51405005481
"Tg_product_K",313.12594070658
"X_moisture",0.000849588233033517
"solv_retained",0.93465314264467
"sigma_y_MPa",0.657701851770466
"Blended_Porosity",0.0184333142106516
