"template","RED","bp_C","RTF_chem","d50_um","d90_um","pore_um","porosity","theta_skin","f_cr","f_esc","solv_ret","f_burst","Tg_K","X_moist","rho_tap"
"no_template",NA,NA,NA,11.6012209182245,23.5844750522878,1.18544880607952,0.0734766272150086,0.933467786583896,0,0.977425884322145,0.0225741156778545,0.0330627410938584,302.810140319218,0.00343153549312681,463.513569010118
"butyl_acetate",1.19589140393265,126,0.123584621481818,15.8525517668066,32.2253784526112,1.09239687840806,0.0807494417373306,0.947518277084326,0.465125883989689,0.469337381032068,0.530662618967932,0,299.115830782537,0.00343153549312681,515.261830372395
"butyl_butyrate",1.33252579712364,166,0.0347147839652572,15.8495506494964,32.2192787529911,1.14314963011474,0.0768542337046901,0.947518122137695,0.157605573403638,0.157650617497658,0.842349382502342,0,297.028423911399,0.00343153549312681,517.042883761473
