"output","factor","module","group","mu","mu.star","sigma"
"up2_d10_um","mdot_gas_dry","up2","Process",0,0,0
"up2_d10_um","Y_in","up2","Process",0,0,0
"up2_d10_um","t_hold","up2","Process",2.54815769821445,2.54815769821445,8.57485863334432
"up2_d10_um","D_b","up2","Process",0,0,0
"up2_d10_um","Tg_polymer","up2","Polymer",0,0,0
"up2_d10_um","n_flow","up2","Polymer",301.475518374131,301.475518374131,261.615995112198
"up2_d10_um","k_perm_mono","up2","Polymer",0,0,0
"up2_d10_um","k_perm_plast","up2","Polymer",0,0,0
"up2_d10_um","k_perm_bind","up2","Polymer",0,0,0
"up2_d10_um","T_bp_solv","up2","Polymer",26.5311316198696,26.5311316198696,42.9241499564347
"up2_d90_um","v_tip","up1","Process",107.489357046274,108.019483880197,232.467255137292
"up2_d90_um","tau_mix","up1","Process",-229.968400510786,229.968400510786,456.17792953996
"up2_d90_um","P_mix","up1","Process",25.2919506769377,28.0883169453289,77.3324247354871
"up2_d90_um","T_mix","up1","Process",-275.520993121933,275.520993121933,359.468299968074
"up2_d90_um","C_gas_diss_temp","up1","Process",-15.4637689269405,16.7920663402804,56.0689288139018
"up2_d90_um","Q_gas","up1","Process",-96.3718457131216,96.3718457131216,136.632250792952
"up2_d90_um","Q_colloid","up1","Process",231.182770727024,338.457734955829,1534.06870452598
"up2_d90_um","Q_template","up1","Process",-187.766851525983,425.001711155207,1184.65674008993
"up2_d90_um","C_solid_mass","up1","Polymer",-56.0779093672099,378.365275544969,773.13670029812
"up2_d90_um","C_temp_mass","up1","Polymer",-6.01011507228577e-10,5.72730733949811e-09,1.24581076215838e-08
"up2_d90_um","D_particle","up1","Polymer",-0.83795536607691,0.917979062124928,1.76578527299392
"up2_d90_um","D_template","up1","Polymer",-0.761730482063443,0.761730482078875,2.19754330651271
"up2_d90_um","C_binder","up1","Polymer",0.0774123771605629,0.078978921632196,0.301211776922656
"up2_d90_um","C_monomer","up1","Polymer",0.720731038398828,0.734640971080709,1.4972030050843
"up2_d90_um","C_plasticizer","up1","Polymer",0.850658734214406,1.16570300596608,2.46124246399173
"up2_d90_um","C_surfactant","up1","Surface",-135.168876537091,137.98030604987,402.692939232739
"up2_d90_um","CMC","up1","Surface",6.76931216414822,9.48450096389151,45.0793611516972
"up2_d90_um","HLB","up1","Surface",-2.01576814270328,2.26849546397115,3.95716827969557
"up2_d90_um","MW_surfactant","up1","Surface",99.9516890160835,102.480328229774,347.719040080904
"up2_d90_um","A_molecule","up1","Surface",-62.8963251783472,64.01900644126,206.537993012755
"up2_d90_um","D_surf","up1","Surface",-0.00439710212960721,0.00479345312181382,0.0128132373785699
"up2_d90_um","ionic_strength","up1","Surface",-77.3817762649893,96.6676918130697,164.984162360922
"up2_d90_um","Delta_pH","up1","Surface",88.3713391089952,88.3713391104731,173.616746233019
"up2_d90_um","template_dose","up1","Polymer",-209.947231660687,216.697507179683,327.168487747594
"up2_d90_um","ALR","up2","Process",-177.378764442003,177.378764442003,166.245768339592
"up2_d90_um","P_atom_air","up2","Process",-383.05033522422,383.05033522422,308.706451313292
"up2_d90_um","P_feed","up2","Process",-205.476297500365,205.476297500365,492.995379070801
"up2_d90_um","mdot_L","up2","Process",20.2498608430996,20.2498608430996,21.7979054153174
"up2_d90_um","sigma","up2","Surface",-312.640504222318,321.790987831401,659.422846124695
"up2_d90_um","mu_L","up2","Polymer",0,0,0
"up2_d90_um","T_dryer_in","up2","Process",0,0,0
"up2_d90_um","mdot_gas_dry","up2","Process",0,0,0
"up2_d90_um","Y_in","up2","Process",0,0,0
"up2_d90_um","t_hold","up2","Process",0.115528298419224,0.115528298419224,0.330356163573606
"up2_d90_um","D_b","up2","Process",0,0,0
"up2_d90_um","Tg_polymer","up2","Polymer",0,0,0
"up2_d90_um","n_flow","up2","Polymer",2676.87150748293,2676.87150748293,2202.4988259359
"up2_d90_um","k_perm_mono","up2","Polymer",0,0,0
"up2_d90_um","k_perm_plast","up2","Polymer",0,0,0
"up2_d90_um","k_perm_bind","up2","Polymer",0,0,0
"up2_d90_um","T_bp_solv","up2","Polymer",174.467588291173,174.467588291173,285.923621652679
"up2_d99_um","v_tip","up1","Process",171.654575204917,172.500768861466,371.031951818902
"up2_d99_um","tau_mix","up1","Process",-367.290841053245,367.290841053245,727.846510612805
"up2_d99_um","P_mix","up1","Process",40.4544470510463,44.9186691470875,123.410904816934
"up2_d99_um","T_mix","up1","Process",-438.703236384082,438.703236384082,573.183093565773
"up2_d99_um","C_gas_diss_temp","up1","Process",-24.7327629546857,26.8530817836976,89.4868832217278
"up2_d99_um","Q_gas","up1","Process",-153.976623423746,153.976623423746,218.066949313841
"up2_d99_um","Q_colloid","up1","Process",369.07116119851,540.337578406938,2449.17875500419
"up2_d99_um","Q_template","up1","Process",-299.569381792635,678.746133642927,1892.16071158144
"up2_d99_um","C_solid_mass","up1","Polymer",-89.875875885402,604.33968068865,1234.46407567059
"up2_d99_um","C_temp_mass","up1","Polymer",-9.55088808041182e-10,9.15299741185057e-09,1.98897649293969e-08
"up2_d99_um","D_particle","up1","Polymer",-1.33876771486466,1.46653733211742,2.81598828363076
"up2_d99_um","D_template","up1","Polymer",-1.21737961701207,1.21737961703641,3.50748098194107
"up2_d99_um","C_binder","up1","Polymer",0.123591090048131,0.126104071550169,0.480935514650357
"up2_d99_um","C_monomer","up1","Polymer",1.14934841537912,1.17155992165574,2.38750366359519
"up2_d99_um","C_plasticizer","up1","Polymer",1.35404748493977,1.8570534001127,3.92493447765415
"up2_d99_um","C_surfactant","up1","Surface",-215.755317796585,220.237053608684,642.566008220666
"up2_d99_um","CMC","up1","Surface",10.8080881439266,15.1433905838174,71.9740058388948
"up2_d99_um","HLB","up1","Surface",-3.23062520713599,3.63415485447225,6.3177856191399
"up2_d99_um","MW_surfactant","up1","Surface",159.549588004116,163.588621456135,554.819870474243
"up2_d99_um","A_molecule","up1","Surface",-100.379522476858,102.170005111956,329.600548677586
"up2_d99_um","D_surf","up1","Surface",-0.00701302469164702,0.00765616286359124,0.0204528505196354
"up2_d99_um","ionic_strength","up1","Surface",-123.572892976919,154.347781937334,263.322674925641
"up2_d99_um","Delta_pH","up1","Surface",141.10421890729,141.104218909645,277.034423308184
"up2_d99_um","template_dose","up1","Polymer",-334.721822120844,345.497398305295,521.692883602657
"up2_d99_um","ALR","up2","Process",-281.999162821548,281.999162821548,266.24016134303
"up2_d99_um","P_atom_air","up2","Process",-607.875952558103,607.875952558103,494.753608957807
"up2_d99_um","P_feed","up2","Process",-328.151652148264,328.151652148264,787.021525400077
"up2_d99_um","mdot_L","up2","Process",32.1915793663449,32.1915793663449,34.8600676434213
"up2_d99_um","sigma","up2","Surface",-498.225911391684,514.857034883071,1053.49657911796
"up2_d99_um","mu_L","up2","Polymer",0,0,0
"up2_d99_um","T_dryer_in","up2","Process",0,0,0
"up2_d99_um","mdot_gas_dry","up2","Process",0,0,0
"up2_d99_um","Y_in","up2","Process",0,0,0
"up2_d99_um","t_hold","up2","Process",0.117435070067352,0.117435070067352,0.337785247374861
"up2_d99_um","D_b","up2","Process",0,0,0
"up2_d99_um","Tg_polymer","up2","Polymer",0,0,0
"up2_d99_um","n_flow","up2","Polymer",4267.12201370678,4267.12201370678,3521.8064227304
"up2_d99_um","k_perm_mono","up2","Polymer",0,0,0
"up2_d99_um","k_perm_plast","up2","Polymer",0,0,0
"up2_d99_um","k_perm_bind","up2","Polymer",0,0,0
"up2_d99_um","T_bp_solv","up2","Polymer",278.116257299287,278.116257299287,455.741740216995
"up2_span","v_tip","up1","Process",-0.00815583279544294,0.00821777311353528,0.0104226833422684
"up2_span","tau_mix","up1","Process",0.0154386197234002,0.0154663554643077,0.0145600416116673
"up2_span","P_mix","up1","Process",-0.00270106696004141,0.00282187186882437,0.00548607127614472
"up2_span","T_mix","up1","Process",0.068430515913399,0.068430515913399,0.0716328877234676
"up2_span","C_gas_diss_temp","up1","Process",0.0010016029252228,0.0010627849730653,0.00331856038075361
"up2_span","Q_gas","up1","Process",0.00867694479117247,0.00867694479117247,0.00851851413419351
"up2_span","Q_colloid","up1","Process",0.00394139725383723,0.0107465245557537,0.0177618620356025
"up2_span","Q_template","up1","Process",-0.0088597029046469,0.0185845671108476,0.0280179736339302
"up2_span","C_solid_mass","up1","Polymer",0.0212796976076507,0.0405057483815232,0.0610472440722431
"up2_span","C_temp_mass","up1","Polymer",4.89349301820615e-14,4.18576284744176e-13,8.91572735617774e-13
"up2_span","D_particle","up1","Polymer",0.000169611051511546,0.00017556087217591,0.000447605012817132
"up2_span","D_template","up1","Polymer",0.000141534745215046,0.000141689621693214,0.000384255418982599
"up2_span","C_binder","up1","Polymer",-8.37726999812216e-06,8.64266652941814e-06,3.27003434525243e-05
"up2_span","C_monomer","up1","Polymer",-0.000194536410405921,0.000196216004322806,0.000453526918185964
"up2_span","C_plasticizer","up1","Polymer",-0.000124516610370164,0.000180193189039411,0.000425275691588042
"up2_span","C_surfactant","up1","Surface",0.00838587346464441,0.00870063642953154,0.0115278514472668
"up2_span","CMC","up1","Surface",-0.000159260835826989,0.00023777427010432,0.00106305983345532
"up2_span","HLB","up1","Surface",0.000357436916221648,0.000362169286870556,0.00075838718234165
"up2_span","MW_surfactant","up1","Surface",-0.00681868020106474,0.00701981829900639,0.0100104324394735
"up2_span","A_molecule","up1","Surface",0.00217663643497735,0.00230018968474672,0.0050457758539417
"up2_span","D_surf","up1","Surface",2.83153061758634e-07,4.31407916714107e-07,1.22282119387143e-06
"up2_span","ionic_strength","up1","Surface",0.00615513182989422,0.0065231630696947,0.00958219001108876
"up2_span","Delta_pH","up1","Surface",-0.00581908415136528,0.00589520117429744,0.00951228201992205
"up2_span","template_dose","up1","Polymer",0.031374931720159,0.0320923212763193,0.0398562611743337
"up2_span","ALR","up2","Process",0.0734587769208571,0.0734587769208571,0.110332493922798
"up2_span","P_atom_air","up2","Process",0.191999965021451,0.191999965021451,0.232831226005454
"up2_span","P_feed","up2","Process",0.00939620792864888,0.00939620792864888,0.0115617788083406
"up2_span","mdot_L","up2","Process",-0.00826995137242344,0.00826995137242344,0.0120029613538988
"up2_span","sigma","up2","Surface",0.0259821242903671,0.0259821242903684,0.0544735340229447
"up2_span","mu_L","up2","Polymer",0,0,0
"up2_span","T_dryer_in","up2","Process",0,0,0
"up2_span","mdot_gas_dry","up2","Process",0,0,0
"up2_span","Y_in","up2","Process",0,0,0
"up2_span","t_hold","up2","Process",-0.00531924399740363,0.00531924399740363,0.00821446529962167
"up2_span","D_b","up2","Process",0,0,0
"up2_span","Tg_polymer","up2","Polymer",0,0,0
"up2_span","n_flow","up2","Polymer",-0.29234457854772,0.292344578547722,0.420589760640196
"up2_span","k_perm_mono","up2","Polymer",0,0,0
"up2_span","k_perm_plast","up2","Polymer",0,0,0
"up2_span","k_perm_bind","up2","Polymer",0,0,0
"up2_span","T_bp_solv","up2","Polymer",-0.0357247763236128,0.0357247763236128,0.0508680325243225
"up2_BI_bimodal","v_tip","up1","Process",-0.00981924351925022,0.00991197700083671,0.0122021385808128
"up2_BI_bimodal","tau_mix","up1","Process",0.0196314494770918,0.0196677888750745,0.0184821593212982
"up2_BI_bimodal","P_mix","up1","Process",-0.00287268948081955,0.0030372468501281,0.00539295970850946
"up2_BI_bimodal","T_mix","up1","Process",0.0535766554887827,0.0535766554887827,0.0501313401212198
"up2_BI_bimodal","C_gas_diss_temp","up1","Process",0.000890550743340409,0.000973861809883271,0.00263955159723625
"up2_BI_bimodal","Q_gas","up1","Process",0.00980143804674256,0.00980143804674256,0.00887939485609518
"up2_BI_bimodal","Q_colloid","up1","Process",0.00910976760674834,0.011994690642464,0.0145585593488387
"up2_BI_bimodal","Q_template","up1","Process",-0.0185153123690819,0.0185252234343704,0.01849648843681
"up2_BI_bimodal","C_solid_mass","up1","Polymer",0.0408069691994656,0.041539916289267,0.0452936678322601
"up2_BI_bimodal","C_temp_mass","up1","Polymer",9.75223663398269e-14,4.77600684695156e-13,1.0182168042984e-12
"up2_BI_bimodal","D_particle","up1","Polymer",0.000251462650578406,0.000252138805687363,0.000653746175822105
"up2_BI_bimodal","D_template","up1","Polymer",0.000171898273147716,0.000171898273152934,0.000495385724044346
"up2_BI_bimodal","C_binder","up1","Polymer",-1.15908911785067e-05,1.18390799440064e-05,4.52200647784073e-05
"up2_BI_bimodal","C_monomer","up1","Polymer",-0.000179791096898995,0.00018002903544124,0.000331621749060066
"up2_BI_bimodal","C_plasticizer","up1","Polymer",-0.000119762788582565,0.000197108604717748,0.000379960809189109
"up2_BI_bimodal","C_surfactant","up1","Surface",0.00981493785268451,0.0100957615579795,0.014810234771237
"up2_BI_bimodal","CMC","up1","Surface",-0.000200739322811016,0.000304721600423711,0.00137627150345362
"up2_BI_bimodal","HLB","up1","Surface",0.000344630040772713,0.000350365573681605,0.000603991488012685
"up2_BI_bimodal","MW_surfactant","up1","Surface",-0.00862235427538218,0.008891049935643,0.0133381184884311
"up2_BI_bimodal","A_molecule","up1","Surface",0.00300340432625518,0.00308631274761002,0.00690808384866347
"up2_BI_bimodal","D_surf","up1","Surface",4.33280536432685e-07,5.31012735763252e-07,1.54822604261243e-06
"up2_BI_bimodal","ionic_strength","up1","Surface",0.00733177210812911,0.00783795061302855,0.011781970569237
"up2_BI_bimodal","Delta_pH","up1","Surface",-0.00771923053273776,0.00771923053276787,0.012945440393805
"up2_BI_bimodal","template_dose","up1","Polymer",0.0375411274758545,0.0376283949352723,0.0407648156109615
"up2_BI_bimodal","ALR","up2","Process",0.0341432077293622,0.0341432077293622,0.0127174793478645
"up2_BI_bimodal","P_atom_air","up2","Process",0.0555253077067391,0.0555253077067391,0.0125651686092045
"up2_BI_bimodal","P_feed","up2","Process",0.00875226710451409,0.00875226710451409,0.00836322286519594
"up2_BI_bimodal","mdot_L","up2","Process",-0.00261590036903268,0.00261590036903268,0.000682203365204664
"up2_BI_bimodal","sigma","up2","Surface",0,0,0
"up2_BI_bimodal","mu_L","up2","Polymer",0,0,0
"up2_BI_bimodal","T_dryer_in","up2","Process",0,0,0
"up2_BI_bimodal","mdot_gas_dry","up2","Process",0,0,0
"up2_BI_bimodal","Y_in","up2","Process",0,0,0
"up2_BI_bimodal","t_hold","up2","Process",-0.00629367450836263,0.00629367450836263,0.00986357571318689
"up2_BI_bimodal","D_b","up2","Process",0,0,0
"up2_BI_bimodal","Tg_polymer","up2","Polymer",0,0,0
"up2_BI_bimodal","n_flow","up2","Polymer",0,0,0
"up2_BI_bimodal","k_perm_mono","up2","Polymer",0,0,0
"up2_BI_bimodal","k_perm_plast","up2","Polymer",0,0,0
"up2_BI_bimodal","k_perm_bind","up2","Polymer",0,0,0
"up2_BI_bimodal","T_bp_solv","up2","Polymer",-0.0389718793920434,0.0389718793920434,0.0528285896214246
"up2_D_particle_um","v_tip","up1","Process",-19.4382210678337,322.145683558385,663.258436375239
"up2_D_particle_um","tau_mix","up1","Process",-44.2512939274152,134.091245604093,314.74195054143
"up2_D_particle_um","P_mix","up1","Process",0.854411698623986,15.5932186909109,41.0459183597872
"up2_D_particle_um","T_mix","up1","Process",-49.8467031777508,49.8596828295659,113.111174466019
"up2_D_particle_um","C_gas_diss_temp","up1","Process",-0.78983366327287,1.81137393152126,4.51563461373615
"up2_D_particle_um","Q_gas","up1","Process",-26.2904619696204,96.5000627755019,279.804227912866
"up2_D_particle_um","Q_colloid","up1","Process",19.5260154764875,218.344496436915,732.094825568838
"up2_D_particle_um","Q_template","up1","Process",-31.8626645105216,165.326030470134,330.557390804518
"up2_D_particle_um","C_solid_mass","up1","Polymer",-115.694840519349,291.103591890432,554.548497942696
"up2_D_particle_um","C_temp_mass","up1","Polymer",-4.0447763656933e-10,2.5457910150332e-09,7.15609179666549e-09
"up2_D_particle_um","D_particle","up1","Polymer",10.771528072375,10.8305420813502,21.001254615173
"up2_D_particle_um","D_template","up1","Polymer",-0.145765779722938,0.145765779728035,0.563837881502592
"up2_D_particle_um","C_binder","up1","Polymer",2.90632890190338,2.91099514079333,7.27885415307918
"up2_D_particle_um","C_monomer","up1","Polymer",-2.32200771655242,2.32200771655242,5.00930786742761
"up2_D_particle_um","C_plasticizer","up1","Polymer",-4.06852159314571,4.06852159314571,7.84810256014787
"up2_D_particle_um","C_surfactant","up1","Surface",-158.265683275791,321.103977629247,859.799848554146
"up2_D_particle_um","CMC","up1","Surface",-71.7378572098922,79.8346851905129,415.586832188112
"up2_D_particle_um","HLB","up1","Surface",-3.80924398824341,3.9016901042711,18.0329323949952
"up2_D_particle_um","MW_surfactant","up1","Surface",162.890604277142,196.21756877375,849.42303632912
"up2_D_particle_um","A_molecule","up1","Surface",-43.4559901195444,78.957770716785,170.761986406103
"up2_D_particle_um","D_surf","up1","Surface",-0.00105495485830344,0.00115598143449233,0.00399951680447936
"up2_D_particle_um","ionic_strength","up1","Surface",-1.80481945177026,449.915808360375,1035.49876547922
"up2_D_particle_um","Delta_pH","up1","Surface",126.153424859226,268.677974968722,465.397630557771
"up2_D_particle_um","template_dose","up1","Polymer",-50.8697555206382,51.9176293065273,119.659496466176
"up2_D_particle_um","ALR","up2","Process",-32.2172648078055,32.2188033752766,44.1832913105517
"up2_D_particle_um","P_atom_air","up2","Process",-109.527941133884,109.527941133884,121.198744302372
"up2_D_particle_um","P_feed","up2","Process",-55.9095142476424,55.9095142476424,199.835497016436
"up2_D_particle_um","mdot_L","up2","Process",3.45072012667543,3.45552736019402,6.61379320221334
"up2_D_particle_um","sigma","up2","Surface",-84.9319078418071,85.8528791049586,234.687856459687
"up2_D_particle_um","mu_L","up2","Polymer",3.57895232432361,3.57895232432361,7.81608315568892
"up2_D_particle_um","T_dryer_in","up2","Process",2.34648618869125,2.34701336085081,3.25441779928858
"up2_D_particle_um","mdot_gas_dry","up2","Process",1.65377135008074,1.65454475176187,2.54081363623367
"up2_D_particle_um","Y_in","up2","Process",-0.0173447487268792,0.0173447487268792,0.0328834099067032
"up2_D_particle_um","t_hold","up2","Process",0.945645730734315,0.951781666121066,2.97270448812669
"up2_D_particle_um","D_b","up2","Process",0,0,0
"up2_D_particle_um","Tg_polymer","up2","Polymer",2.64795696449868,2.64816123164611,5.46522668286964
"up2_D_particle_um","n_flow","up2","Polymer",565.009927884824,565.009927884824,581.402587964531
"up2_D_particle_um","k_perm_mono","up2","Polymer",-1.0792522645732,1.0792522645732,2.78629055812706
"up2_D_particle_um","k_perm_plast","up2","Polymer",-3.65236835560883,3.65236835560883,7.88916679771626
"up2_D_particle_um","k_perm_bind","up2","Polymer",5.64835310983744,5.64835310983744,18.3359992016852
"up2_D_particle_um","T_bp_solv","up2","Polymer",36.1818677508142,36.3605038987772,81.2397179647393
"up2_Dp90_um","v_tip","up1","Process",-38.1910672997867,657.511804183464,1351.71986385304
"up2_Dp90_um","tau_mix","up1","Process",-89.3587507873007,272.070606204896,637.174522689454
"up2_Dp90_um","P_mix","up1","Process",1.79559771818288,31.7935807227769,83.1234289972148
"up2_Dp90_um","T_mix","up1","Process",-99.2864721559739,99.4863496078062,228.226457798806
"up2_Dp90_um","C_gas_diss_temp","up1","Process",-1.80172744445399,3.87618991856564,9.56231220906608
"up2_Dp90_um","Q_gas","up1","Process",-54.2120852363418,197.138877491405,569.222390076714
"up2_Dp90_um","Q_colloid","up1","Process",39.6951675727253,443.995076979593,1486.14896464807
"up2_Dp90_um","Q_template","up1","Process",-65.5588034119004,336.778599180544,673.85190819026
"up2_Dp90_um","C_solid_mass","up1","Polymer",-235.294875417755,592.705882524853,1127.74846254637
"up2_Dp90_um","C_temp_mass","up1","Polymer",-8.16192979868902e-10,5.1821619588092e-09,1.4512855138982e-08
"up2_Dp90_um","D_particle","up1","Polymer",21.9948123138813,22.100851403996,42.6694574128246
"up2_Dp90_um","D_template","up1","Polymer",-0.29857469178333,0.298574691793974,1.14605348228415
"up2_Dp90_um","C_binder","up1","Polymer",5.93784924805608,5.947313682438,14.8259374666915
"up2_Dp90_um","C_monomer","up1","Polymer",-4.78406614949844,4.78406614949844,10.1692248575131
"up2_Dp90_um","C_plasticizer","up1","Polymer",-8.35049831471589,8.35049831471589,16.0247540966898
"up2_Dp90_um","C_surfactant","up1","Surface",-322.433455447694,654.833432538071,1749.04256351043
"up2_Dp90_um","CMC","up1","Surface",-146.640085416804,163.404744030924,850.070185640302
"up2_Dp90_um","HLB","up1","Surface",-7.78596707611106,7.97429149408759,36.5901735891969
"up2_Dp90_um","MW_surfactant","up1","Surface",332.558093175366,400.279852804546,1727.1803426393
"up2_Dp90_um","A_molecule","up1","Surface",-87.489779864396,160.820736148168,346.873143593698
"up2_Dp90_um","D_surf","up1","Surface",-0.00212139164044842,0.00234461184349772,0.00806834638490052
"up2_Dp90_um","ionic_strength","up1","Surface",-4.13963035376536,916.286608601829,2104.61228009955
"up2_Dp90_um","Delta_pH","up1","Surface",254.925111622841,546.204915014815,944.672543940287
"up2_Dp90_um","template_dose","up1","Polymer",-101.577351183495,103.798758537464,240.70615135788
"up2_Dp90_um","ALR","up2","Process",-63.4835107881477,63.6336591526481,89.6910465278653
"up2_Dp90_um","P_atom_air","up2","Process",-213.299391059031,213.299391059031,244.735124544429
"up2_Dp90_um","P_feed","up2","Process",-113.657076765832,113.657076765832,405.450526195906
"up2_Dp90_um","mdot_L","up2","Process",6.713297963927,6.73838100160066,13.2603316493663
"up2_Dp90_um","sigma","up2","Surface",-171.453763044997,175.746701454461,478.472512091296
"up2_Dp90_um","mu_L","up2","Polymer",7.33889073567976,7.33889073567976,16.0250869483667
"up2_Dp90_um","T_dryer_in","up2","Process",4.79702635907978,4.79854587301031,6.58466691006817
"up2_Dp90_um","mdot_gas_dry","up2","Process",3.3784428939016,3.38003393022291,5.15628629041597
"up2_Dp90_um","Y_in","up2","Process",-0.0354732836678389,0.0354732836678389,0.0668589021889185
"up2_Dp90_um","t_hold","up2","Process",1.28102030110044,1.29682784100087,3.8217394146674
"up2_Dp90_um","D_b","up2","Process",0,0,0
"up2_Dp90_um","Tg_polymer","up2","Polymer",5.42378180930828,5.42419946356514,11.1884372340382
"up2_Dp90_um","n_flow","up2","Polymer",1137.00854153911,1137.00854153911,1186.23486202713
"up2_Dp90_um","k_perm_mono","up2","Polymer",-2.21140096640865,2.21140096640865,5.68079415436179
"up2_Dp90_um","k_perm_plast","up2","Polymer",-7.47587117018614,7.47587117018614,16.0601565432045
"up2_Dp90_um","k_perm_bind","up2","Polymer",11.5343625724637,11.5343625724637,37.3795733852727
"up2_Dp90_um","T_bp_solv","up2","Polymer",72.6573800001919,73.0825448175785,163.464790776743
"up2_theta_skin_z","v_tip","up1","Process",-0.043694861701039,0.0457862151302816,0.0707397773523902
"up2_theta_skin_z","tau_mix","up1","Process",-0.00638249411040737,0.00724573589021503,0.0216207618224413
"up2_theta_skin_z","P_mix","up1","Process",0.00160348067833751,0.00160392026723868,0.00673162451019144
"up2_theta_skin_z","T_mix","up1","Process",-0.0889629710279244,0.0889629710279244,0.079248661210021
"up2_theta_skin_z","C_gas_diss_temp","up1","Process",-0.00641084346631941,0.00641093546384719,0.0254334022608201
"up2_theta_skin_z","Q_gas","up1","Process",-0.00150383331147269,0.0015038653181472,0.00579257286984655
"up2_theta_skin_z","Q_colloid","up1","Process",0.00116498096150259,0.00268579641513622,0.00446758257627054
"up2_theta_skin_z","Q_template","up1","Process",0.00434567779335185,0.0129616635461229,0.0279581444386177
"up2_theta_skin_z","C_solid_mass","up1","Polymer",-0.0109408623754299,0.023682483267824,0.043988414014811
"up2_theta_skin_z","C_temp_mass","up1","Polymer",8.96624441359961e-13,9.71464575449943e-13,4.21982643323459e-12
"up2_theta_skin_z","D_particle","up1","Polymer",-0.000148870994824773,0.000148871059412456,0.000193421082829842
"up2_theta_skin_z","D_template","up1","Polymer",-0.000137696933872031,0.000137696933900177,0.000248566855309871
"up2_theta_skin_z","C_binder","up1","Polymer",0.00377447772486835,0.00377447772486835,0.00395688092689968
"up2_theta_skin_z","C_monomer","up1","Polymer",0.0125175931058607,0.0125175931058607,0.0113295614003154
"up2_theta_skin_z","C_plasticizer","up1","Polymer",0.012262618374947,0.012262618374947,0.00932411974227544
"up2_theta_skin_z","C_surfactant","up1","Surface",-0.0085274457141401,0.0192298799992236,0.0246246196085965
"up2_theta_skin_z","CMC","up1","Surface",2.72375683929978e-05,2.72667571327416e-05,0.000133940276600772
"up2_theta_skin_z","HLB","up1","Surface",-0.000612181585882703,0.00146646921009953,0.00526723747519944
"up2_theta_skin_z","MW_surfactant","up1","Surface",-0.0152667443795379,0.0282177019943189,0.0617952583385895
"up2_theta_skin_z","A_molecule","up1","Surface",0.0114314118324958,0.0272054865375207,0.0612765983120245
"up2_theta_skin_z","D_surf","up1","Surface",2.43085939155563e-08,3.86494790616254e-08,1.56552171742259e-07
"up2_theta_skin_z","ionic_strength","up1","Surface",-0.0184195206697474,0.0214183734208498,0.0406583388997845
"up2_theta_skin_z","Delta_pH","up1","Surface",0.0326524392473306,0.0410792652267249,0.0650401546431712
"up2_theta_skin_z","template_dose","up1","Polymer",0.00352392632241894,0.00352392632241894,0.00474814940331193
"up2_theta_skin_z","ALR","up2","Process",0,0,0
"up2_theta_skin_z","P_atom_air","up2","Process",0,0,0
"up2_theta_skin_z","P_feed","up2","Process",0,0,0
"up2_theta_skin_z","mdot_L","up2","Process",-0.0292683185819529,0.0292683185819529,0.0307585382381685
"up2_theta_skin_z","sigma","up2","Surface",0,0,0
"up2_theta_skin_z","mu_L","up2","Polymer",0.20743698890139,0.20743698890139,0.10913656184121
"up2_theta_skin_z","T_dryer_in","up2","Process",0.0497281633753189,0.0497281633753189,0.0464180462336337
"up2_theta_skin_z","mdot_gas_dry","up2","Process",0.0210920593341651,0.0210920593341651,0.0249344553787437
"up2_theta_skin_z","Y_in","up2","Process",-0.00156753611547253,0.00156753611547253,0.00211895741434339
"up2_theta_skin_z","t_hold","up2","Process",0,0,0
"up2_theta_skin_z","D_b","up2","Process",0,0,0
"up2_theta_skin_z","Tg_polymer","up2","Polymer",-0.0218030309668316,0.0218030309668316,0.0244800357340778
"up2_theta_skin_z","n_flow","up2","Polymer",0,0,0
"up2_theta_skin_z","k_perm_mono","up2","Polymer",0,0,0
"up2_theta_skin_z","k_perm_plast","up2","Polymer",0,0,0
"up2_theta_skin_z","k_perm_bind","up2","Polymer",0,0,0
"up2_theta_skin_z","T_bp_solv","up2","Polymer",0,0,0
"up2_Omega_struct_z","v_tip","up1","Process",0.00121883566533132,0.00166703142619446,0.00284998265770675
"up2_Omega_struct_z","tau_mix","up1","Process",0.000671900955217809,0.000671900955217809,0.00110179764428129
"up2_Omega_struct_z","P_mix","up1","Process",-6.46902299885917e-05,6.47211692314168e-05,0.000234162115493729
"up2_Omega_struct_z","T_mix","up1","Process",-0.00575227830497569,0.00664054123651707,0.00757697744031537
"up2_Omega_struct_z","C_gas_diss_temp","up1","Process",0.000175541501495967,0.000175541601633453,0.000883628699398702
"up2_Omega_struct_z","Q_gas","up1","Process",0.000112786503931778,0.000112786503931778,0.000310245532079538
"up2_Omega_struct_z","Q_colloid","up1","Process",-0.00256555025305032,0.0028008829297775,0.00483937856301561
"up2_Omega_struct_z","Q_template","up1","Process",0.00333163039677668,0.00398026877225704,0.00737543123383214
"up2_Omega_struct_z","C_solid_mass","up1","Polymer",-0.0080697817899574,0.008819791557542,0.0213327040644525
"up2_Omega_struct_z","C_temp_mass","up1","Polymer",-3.48230703532219e-14,4.05222152129644e-14,1.59782565854515e-13
"up2_Omega_struct_z","D_particle","up1","Polymer",-0.000322647855015173,0.000322647855015173,0.000577433187294103
"up2_Omega_struct_z","D_template","up1","Polymer",4.81090774613844e-05,4.9251998267046e-05,0.000113086509518131
