"output","factor","module","group","mu","mu.star","sigma"
"up2_Omega_struct_z","C_binder","up1","Polymer",-0.0134338926404892,0.0141782874835839,0.0151626308758854
"up2_Omega_struct_z","C_monomer","up1","Polymer",0.018273375069461,0.018273375069461,0.0148807337993528
"up2_Omega_struct_z","C_plasticizer","up1","Polymer",0.0153097957298366,0.0153097957298366,0.00986840520593488
"up2_Omega_struct_z","C_surfactant","up1","Surface",0.00564199081873106,0.00575519129114359,0.00531146371967423
"up2_Omega_struct_z","CMC","up1","Surface",9.29406968417368e-06,1.10149304086149e-05,5.53960613100768e-05
"up2_Omega_struct_z","HLB","up1","Surface",2.53144944030744e-05,5.72195326082177e-05,0.000203830407237584
"up2_Omega_struct_z","MW_surfactant","up1","Surface",-0.00233128123712269,0.00347932841478344,0.00577740974922808
"up2_Omega_struct_z","A_molecule","up1","Surface",0.000808549712722504,0.00205427115843187,0.00398778792905637
"up2_Omega_struct_z","D_surf","up1","Surface",1.17895883426182e-09,2.40295865798027e-09,5.78316221819513e-09
"up2_Omega_struct_z","ionic_strength","up1","Surface",-0.000529317527528969,0.00141582027608273,0.00226931255016664
"up2_Omega_struct_z","Delta_pH","up1","Surface",-0.00031457535140779,0.00182475752369713,0.00273703104409086
"up2_Omega_struct_z","template_dose","up1","Polymer",-0.0103365659350023,0.010584127562298,0.0177153669937913
"up2_Omega_struct_z","ALR","up2","Process",0,0,0
"up2_Omega_struct_z","P_atom_air","up2","Process",-3.73321649173586e-06,3.73321649173586e-06,2.04476688457403e-05
"up2_Omega_struct_z","P_feed","up2","Process",0,0,0
"up2_Omega_struct_z","mdot_L","up2","Process",0.0148182484108189,0.0148182484108189,0.00917011493264423
"up2_Omega_struct_z","sigma","up2","Surface",0.0162375662374208,0.0162375662374208,0.0050414233072943
"up2_Omega_struct_z","mu_L","up2","Polymer",-0.00812939104097442,0.00812939104097442,0.00462819681440388
"up2_Omega_struct_z","T_dryer_in","up2","Process",-0.0322613622063046,0.0322613622063046,0.0156954610325484
"up2_Omega_struct_z","mdot_gas_dry","up2","Process",-0.0156944208556958,0.0156944208556958,0.0123608240073657
"up2_Omega_struct_z","Y_in","up2","Process",6.08622652480684e-05,6.08622652480684e-05,8.44224962639892e-05
"up2_Omega_struct_z","t_hold","up2","Process",0,0,0
"up2_Omega_struct_z","D_b","up2","Process",0,0,0
"up2_Omega_struct_z","Tg_polymer","up2","Polymer",1.25124175603804e-05,0.00331902835218935,0.00514710221622794
"up2_Omega_struct_z","n_flow","up2","Polymer",-2.29485908782393e-07,3.7966251728148e-06,1.49811168554484e-05
"up2_Omega_struct_z","k_perm_mono","up2","Polymer",0.00985221900116279,0.00985221900116279,0.010250709723677
"up2_Omega_struct_z","k_perm_plast","up2","Polymer",0.0235152828829872,0.0235152828829872,0.022558154933594
"up2_Omega_struct_z","k_perm_bind","up2","Polymer",-0.0152854212121511,0.0152854212121511,0.0120759979342262
"up2_Omega_struct_z","T_bp_solv","up2","Polymer",0.0165582722236407,0.0165582722236407,0.0224401238506422
"up2_phi_porosity_z","v_tip","up1","Process",-0.0224911250750831,0.0288979812715984,0.0433275874487259
"up2_phi_porosity_z","tau_mix","up1","Process",0.0283703380985695,0.0304821275822745,0.0362569816358246
"up2_phi_porosity_z","P_mix","up1","Process",-0.00293987313712175,0.00361997912053627,0.00771042160746766
"up2_phi_porosity_z","T_mix","up1","Process",-0.0029154279621437,0.00956589452639855,0.0116314938816275
"up2_phi_porosity_z","C_gas_diss_temp","up1","Process",-0.000449719357428024,0.00160969820277445,0.00417889011608605
"up2_phi_porosity_z","Q_gas","up1","Process",0.0134146911048984,0.0145351684971951,0.0150500519478803
"up2_phi_porosity_z","Q_colloid","up1","Process",0.0216774908002408,0.0244591833675309,0.0196467493304173
"up2_phi_porosity_z","Q_template","up1","Process",-0.0397943379503305,0.0414918854398381,0.0342074399714457
"up2_phi_porosity_z","C_solid_mass","up1","Polymer",0.077117829838999,0.0775254456263943,0.0436293069906742
"up2_phi_porosity_z","C_temp_mass","up1","Polymer",3.00913229519158e-13,6.72816432197484e-13,1.58618972734786e-12
"up2_phi_porosity_z","D_particle","up1","Polymer",0.00846534728778757,0.00846534728778757,0.00838230505850571
"up2_phi_porosity_z","D_template","up1","Polymer",9.5679328956507e-05,0.000118257252991724,0.000357409090995416
"up2_phi_porosity_z","C_binder","up1","Polymer",0.0217739160084988,0.0218261886798458,0.0186793403104434
"up2_phi_porosity_z","C_monomer","up1","Polymer",-0.0371766331602019,0.0371766331602019,0.0297625895658334
"up2_phi_porosity_z","C_plasticizer","up1","Polymer",-0.0385185247210018,0.0385185247210018,0.0321429672322922
"up2_phi_porosity_z","C_surfactant","up1","Surface",0.0204081701732421,0.0258160964293508,0.043937023474691
"up2_phi_porosity_z","CMC","up1","Surface",-0.00116573243481081,0.00151995185073825,0.00500618079638177
"up2_phi_porosity_z","HLB","up1","Surface",0.000339888724961417,0.000672793818474151,0.00131600572802058
"up2_phi_porosity_z","MW_surfactant","up1","Surface",-0.0214898876606125,0.0235337555432783,0.0358146110667502
"up2_phi_porosity_z","A_molecule","up1","Surface",0.0059243268972668,0.00928257266560033,0.0163436189681936
"up2_phi_porosity_z","D_surf","up1","Surface",6.89375475423452e-07,7.49314683295282e-07,2.48269629441066e-06
"up2_phi_porosity_z","ionic_strength","up1","Surface",0.0128657727246504,0.0227468375286649,0.0314152473825561
"up2_phi_porosity_z","Delta_pH","up1","Surface",-0.0110293990939833,0.0230241843019468,0.0431812126084402
"up2_phi_porosity_z","template_dose","up1","Polymer",0.0663601578553179,0.0663601578553179,0.0396760339051266
"up2_phi_porosity_z","ALR","up2","Process",-0.00129082941399171,0.00129082941399171,0.00168540571837743
"up2_phi_porosity_z","P_atom_air","up2","Process",-0.00401520580233593,0.00401520580233593,0.00523936163754674
"up2_phi_porosity_z","P_feed","up2","Process",0.0119402814443906,0.0119402814443906,0.0179436701062713
"up2_phi_porosity_z","mdot_L","up2","Process",-0.0189046363098336,0.018947796817484,0.0160368491084989
"up2_phi_porosity_z","sigma","up2","Surface",-0.00294300011412025,0.00318557726914451,0.00503416511050993
"up2_phi_porosity_z","mu_L","up2","Polymer",0.0262113302632254,0.0262113302632254,0.0133736117576548
"up2_phi_porosity_z","T_dryer_in","up2","Process",0.0536998762426874,0.05372980201342,0.0266348887045533
"up2_phi_porosity_z","mdot_gas_dry","up2","Process",0.0214375800964984,0.021918709238289,0.0140184714553416
"up2_phi_porosity_z","Y_in","up2","Process",-0.00015513908039495,0.00015513908039495,0.000161674385251582
"up2_phi_porosity_z","t_hold","up2","Process",-0.00741661770827107,0.00741661770827107,0.0120535884010261
"up2_phi_porosity_z","D_b","up2","Process",0,0,0
"up2_phi_porosity_z","Tg_polymer","up2","Polymer",0.0268092737165195,0.0270030311711708,0.0364805767813898
"up2_phi_porosity_z","n_flow","up2","Polymer",0.0223510907539173,0.0223510907539173,0.0342442520265511
"up2_phi_porosity_z","k_perm_mono","up2","Polymer",-0.0172634179564358,0.0172634179564358,0.0153037291231261
"up2_phi_porosity_z","k_perm_plast","up2","Polymer",-0.0348544953337188,0.0348544953337188,0.0240350238977049
"up2_phi_porosity_z","k_perm_bind","up2","Polymer",0.0292684756830444,0.0292684756830444,0.0220947063206063
"up2_phi_porosity_z","T_bp_solv","up2","Polymer",0.00622288485082687,0.0128255353961902,0.0194526597177828
"up2_rho_tapped","v_tip","up1","Process",45.2805708306887,216.243592251195,296.037084867698
"up2_rho_tapped","tau_mix","up1","Process",-14.4748708338977,96.740246869023,188.051111768549
"up2_rho_tapped","P_mix","up1","Process",2.53937113216663,11.9328068621747,28.2789092204542
"up2_rho_tapped","T_mix","up1","Process",-11.0135023188589,14.0450714112245,14.2900428044228
"up2_rho_tapped","C_gas_diss_temp","up1","Process",-13.1279777239617,13.5083337452841,48.8882329860994
"up2_rho_tapped","Q_gas","up1","Process",-23.9976888461736,55.491278061964,131.318285833799
"up2_rho_tapped","Q_colloid","up1","Process",-46.6057454073725,55.0673692567827,100.467080185505
"up2_rho_tapped","Q_template","up1","Process",42.4332140581615,112.34520370825,168.111708425969
"up2_rho_tapped","C_solid_mass","up1","Polymer",-76.4094446703889,182.471686606178,228.100538006119
"up2_rho_tapped","C_temp_mass","up1","Polymer",7.42901894075961e-09,1.70462840287655e-08,7.00561702131673e-08
"up2_rho_tapped","D_particle","up1","Polymer",36.2374083175576,47.3605106002488,55.1159331174704
"up2_rho_tapped","D_template","up1","Polymer",-0.1156858833599,0.125460571376621,0.346100853162346
"up2_rho_tapped","C_binder","up1","Polymer",-26.7316544230539,26.7316544230539,16.912904139347
"up2_rho_tapped","C_monomer","up1","Polymer",10.2084993233478,18.5199568487728,21.5421981757839
"up2_rho_tapped","C_plasticizer","up1","Polymer",-3.46107379769621,20.2030551468737,34.0532915781393
"up2_rho_tapped","C_surfactant","up1","Surface",-29.6641425984005,96.4060496101134,155.040621975384
"up2_rho_tapped","CMC","up1","Surface",13.0974040672322,15.4471501756416,70.0819380652662
"up2_rho_tapped","HLB","up1","Surface",-8.45086712411199,8.90057816523267,37.1741580827109
"up2_rho_tapped","MW_surfactant","up1","Surface",37.0270442531922,107.772677959968,201.991812849602
"up2_rho_tapped","A_molecule","up1","Surface",-13.191663070878,71.41012558823,158.134422449602
"up2_rho_tapped","D_surf","up1","Surface",-0.00124909803501273,0.00139756441495488,0.004778529895264
"up2_rho_tapped","ionic_strength","up1","Surface",-41.8752994145019,201.942119492358,264.659015127233
"up2_rho_tapped","Delta_pH","up1","Surface",19.6372893793171,175.012360809889,250.554846703992
"up2_rho_tapped","template_dose","up1","Polymer",-56.9134356502216,56.9134356502216,34.0230400636396
"up2_rho_tapped","ALR","up2","Process",-6.92610000683175,7.31096715138197,10.003010425865
"up2_rho_tapped","P_atom_air","up2","Process",-19.3596290375036,21.0100436926762,24.9862645897973
"up2_rho_tapped","P_feed","up2","Process",-13.106408600303,13.106408600303,15.9682218755296
"up2_rho_tapped","mdot_L","up2","Process",26.1078252579657,26.1078252579657,21.4426238472899
"up2_rho_tapped","sigma","up2","Surface",4.9876816384344,5.69114189583604,6.34639644363858
"up2_rho_tapped","mu_L","up2","Polymer",-21.732177223013,21.732177223013,11.3595793894802
"up2_rho_tapped","T_dryer_in","up2","Process",-57.4864907603345,57.4864907603345,24.4314320407944
"up2_rho_tapped","mdot_gas_dry","up2","Process",-26.8089792609789,26.8089792609789,15.7804795841893
"up2_rho_tapped","Y_in","up2","Process",0.138633424925602,0.139837106764003,0.170013096453897
"up2_rho_tapped","t_hold","up2","Process",5.7947124282688,5.7947124282688,9.71643518408518
"up2_rho_tapped","D_b","up2","Process",0,0,0
"up2_rho_tapped","Tg_polymer","up2","Polymer",35.8081819623903,35.8081819623903,47.7255598624773
"up2_rho_tapped","n_flow","up2","Polymer",68.3035316086284,71.6896178739953,50.2684582842391
"up2_rho_tapped","k_perm_mono","up2","Polymer",14.8675297390148,14.8675297390148,13.6847285411976
"up2_rho_tapped","k_perm_plast","up2","Polymer",30.9189644204948,30.9189644204948,22.1676982537907
"up2_rho_tapped","k_perm_bind","up2","Polymer",-25.1771981992957,25.1771981992957,19.8141514972241
"up2_rho_tapped","T_bp_solv","up2","Polymer",4.30559973968574,6.6276575170411,9.92090102460095
"up2_Tg_product_K","v_tip","up1","Process",0,0,0
"up2_Tg_product_K","tau_mix","up1","Process",-0.00132704266721007,0.00132704266721007,0.00326711613842033
"up2_Tg_product_K","P_mix","up1","Process",-0.0401671274812334,0.0401671274812334,0.220004417916572
"up2_Tg_product_K","T_mix","up1","Process",0.541584078910342,0.593768791819391,1.19036612532878
"up2_Tg_product_K","C_gas_diss_temp","up1","Process",0,0,0
"up2_Tg_product_K","Q_gas","up1","Process",0,0,0
"up2_Tg_product_K","Q_colloid","up1","Process",-0.187474338214828,0.695700513190081,1.48615574596674
"up2_Tg_product_K","Q_template","up1","Process",-1.65141573569654,2.10328122400011,5.05252133862742
"up2_Tg_product_K","C_solid_mass","up1","Polymer",0.449875653539886,1.75901843180102,3.4251132729727
"up2_Tg_product_K","C_temp_mass","up1","Polymer",-5.23906843833781e-13,5.23906843833781e-13,2.86955596399098e-12
"up2_Tg_product_K","D_particle","up1","Polymer",0.00239167091829321,0.00279609879609382,0.00730802215678253
"up2_Tg_product_K","D_template","up1","Polymer",1.28532097993646e-05,1.28532097993646e-05,5.56826428231668e-05
"up2_Tg_product_K","C_binder","up1","Polymer",0,0,0
"up2_Tg_product_K","C_monomer","up1","Polymer",-11.1847247307008,11.1847247307008,3.06653581973469
"up2_Tg_product_K","C_plasticizer","up1","Polymer",-26.3058010004607,26.3058010004607,6.72593457267041
"up2_Tg_product_K","C_surfactant","up1","Surface",0,0,0
"up2_Tg_product_K","CMC","up1","Surface",0,0,0
"up2_Tg_product_K","HLB","up1","Surface",0.000129087702514615,0.000129087702514615,0.00070704246563771
"up2_Tg_product_K","MW_surfactant","up1","Surface",-0.0281221209198984,0.0281221209198984,0.154031199927163
"up2_Tg_product_K","A_molecule","up1","Surface",0,0,0
"up2_Tg_product_K","D_surf","up1","Surface",-8.44403539682996e-09,8.44403539682996e-09,4.62498866321585e-08
"up2_Tg_product_K","ionic_strength","up1","Surface",0.000374492978165601,0.000374492978165601,0.00205118251768589
"up2_Tg_product_K","Delta_pH","up1","Surface",-0.000457567241991323,0.000457567241991323,0.00250619900014073
"up2_Tg_product_K","template_dose","up1","Polymer",-0.97622885280215,0.97622885280215,2.69051814532461
"up2_Tg_product_K","ALR","up2","Process",0,0,0
"up2_Tg_product_K","P_atom_air","up2","Process",0.0828788298430548,0.0828788298430548,0.453946046446735
"up2_Tg_product_K","P_feed","up2","Process",0,0,0
"up2_Tg_product_K","mdot_L","up2","Process",-0.520149242985055,0.520149242985055,0.942860829961412
"up2_Tg_product_K","sigma","up2","Surface",-0.0356669531533664,0.0356669531533664,0.195355947995788
"up2_Tg_product_K","mu_L","up2","Polymer",0,0,0
"up2_Tg_product_K","T_dryer_in","up2","Process",2.47069219969235,2.47069219969235,5.48508513457312
"up2_Tg_product_K","mdot_gas_dry","up2","Process",0.842481451716819,0.842481451716819,1.43808996749614
"up2_Tg_product_K","Y_in","up2","Process",-0.000879843053706964,0.000879843053706964,0.00481909887579533
"up2_Tg_product_K","t_hold","up2","Process",0,0,0
"up2_Tg_product_K","D_b","up2","Process",0,0,0
"up2_Tg_product_K","Tg_polymer","up2","Polymer",80.2734994330884,80.2734994330884,7.98762497004075
"up2_Tg_product_K","n_flow","up2","Polymer",-0.0984541034743269,0.0984541034743269,0.375015313758196
"up2_Tg_product_K","k_perm_mono","up2","Polymer",0,0,0
"up2_Tg_product_K","k_perm_plast","up2","Polymer",0.116036206337774,0.116036206337774,0.635556476985228
"up2_Tg_product_K","k_perm_bind","up2","Polymer",-0.0767277918207398,0.0767277918207398,0.345732526109314
"up2_Tg_product_K","T_bp_solv","up2","Polymer",-3.1303694845546,3.1303694845546,4.98151579195831
"up2_X_moisture","v_tip","up1","Process",0,0,0
"up2_X_moisture","tau_mix","up1","Process",0,0,0
"up2_X_moisture","P_mix","up1","Process",7.11872900876947e-05,7.11872900876947e-05,0.000389908845886943
"up2_X_moisture","T_mix","up1","Process",4.94322147288264e-05,4.94322147288264e-05,0.000270751390744174
"up2_X_moisture","C_gas_diss_temp","up1","Process",0,0,0
"up2_X_moisture","Q_gas","up1","Process",0,0,0
"up2_X_moisture","Q_colloid","up1","Process",8.46351285797915e-05,8.46351285797915e-05,0.000407468758434311
"up2_X_moisture","Q_template","up1","Process",-0.000433191606600344,0.000433191606600344,0.00117946908933369
"up2_X_moisture","C_solid_mass","up1","Polymer",0.000405161899497233,0.000405161899497233,0.000970491537866391
"up2_X_moisture","C_temp_mass","up1","Polymer",9.32479823969693e-16,9.32479823969693e-16,5.10740234006648e-15
"up2_X_moisture","D_particle","up1","Polymer",3.61198483871538e-07,3.61198483871538e-07,1.97836557353107e-06
"up2_X_moisture","D_template","up1","Polymer",-2.1555403707596e-08,2.1555403707596e-08,9.2290224131912e-08
"up2_X_moisture","C_binder","up1","Polymer",0,0,0
"up2_X_moisture","C_monomer","up1","Polymer",-0.000103426697623731,0.000103426697623731,0.000566491353367835
"up2_X_moisture","C_plasticizer","up1","Polymer",-0.000181035042625313,0.000181035042625313,0.000991569765447931
"up2_X_moisture","C_surfactant","up1","Surface",0,0,0
"up2_X_moisture","CMC","up1","Surface",0,0,0
"up2_X_moisture","HLB","up1","Surface",-2.12604709262708e-07,2.12604709262708e-07,1.16448395095013e-06
"up2_X_moisture","MW_surfactant","up1","Surface",5.34180583532585e-05,5.34180583532585e-05,0.000292582755382069
"up2_X_moisture","A_molecule","up1","Surface",0,0,0
"up2_X_moisture","D_surf","up1","Surface",1.3907318511507e-11,1.3907318511507e-11,7.61735206316157e-11
"up2_X_moisture","ionic_strength","up1","Surface",-6.16752252241284e-07,6.16752252241284e-07,3.37809120944668e-06
"up2_X_moisture","Delta_pH","up1","Surface",8.10266420192289e-07,8.10266420192289e-07,4.43801195928276e-06
"up2_X_moisture","template_dose","up1","Polymer",0,0,0
"up2_X_moisture","ALR","up2","Process",0,0,0
"up2_X_moisture","P_atom_air","up2","Process",-0.000118000869465483,0.000118000869465483,0.000646317380114675
"up2_X_moisture","P_feed","up2","Process",0,0,0
"up2_X_moisture","mdot_L","up2","Process",7.73572949332713e-05,7.73572949332713e-05,0.000423703354225328
"up2_X_moisture","sigma","up2","Surface",5.05729792849046e-05,5.05729792849046e-05,0.000276999615545837
"up2_X_moisture","mu_L","up2","Polymer",0,0,0
"up2_X_moisture","T_dryer_in","up2","Process",-0.000148544585020966,0.000148544585020966,0.000813612200112271
"up2_X_moisture","mdot_gas_dry","up2","Process",-3.89390790876536e-06,3.89390790876536e-06,2.13278119847856e-05
"up2_X_moisture","Y_in","up2","Process",1.56111613654877e-06,1.56111613654877e-06,8.55058522873076e-06
"up2_X_moisture","t_hold","up2","Process",0,0,0
"up2_X_moisture","D_b","up2","Process",0,0,0
"up2_X_moisture","Tg_polymer","up2","Polymer",0,0,0
"up2_X_moisture","n_flow","up2","Polymer",0.000170854587804309,0.000170854587804309,0.000665491864630343
"up2_X_moisture","k_perm_mono","up2","Polymer",0,0,0
"up2_X_moisture","k_perm_plast","up2","Polymer",-0.000193358618287779,0.000193358618287779,0.00105906876924247
"up2_X_moisture","k_perm_bind","up2","Polymer",0.000138446908960096,0.000138446908960096,0.000618989610795963
"up2_X_moisture","T_bp_solv","up2","Polymer",0.00011146330913179,0.00011146330913179,0.000546656680950116
"up2_Perm_shell_rel","v_tip","up1","Process",0,0,0
"up2_Perm_shell_rel","tau_mix","up1","Process",0.117720458803666,0.117720458803666,0.352506960657334
"up2_Perm_shell_rel","P_mix","up1","Process",0,0,0
"up2_Perm_shell_rel","T_mix","up1","Process",0.026520830949934,0.026520830949934,0.0456027540766923
"up2_Perm_shell_rel","C_gas_diss_temp","up1","Process",0,0,0
"up2_Perm_shell_rel","Q_gas","up1","Process",0,0,0
"up2_Perm_shell_rel","Q_colloid","up1","Process",0.0883745257792703,0.0883745257792703,0.174001340434844
"up2_Perm_shell_rel","Q_template","up1","Process",-0.115676115458572,0.115676115458572,0.216387870704503
"up2_Perm_shell_rel","C_solid_mass","up1","Polymer",0.229144305996432,0.229144305996432,0.427553605094184
"up2_Perm_shell_rel","C_temp_mass","up1","Polymer",0,0,0
"up2_Perm_shell_rel","D_particle","up1","Polymer",-0.141184508120957,0.141184508120957,0.313391583022283
"up2_Perm_shell_rel","D_template","up1","Polymer",0,0,0
"up2_Perm_shell_rel","C_binder","up1","Polymer",-2.62902882761018,2.62902882761018,3.32224911416838
"up2_Perm_shell_rel","C_monomer","up1","Polymer",3.62843374922474,3.62843374922474,5.50660163655264
"up2_Perm_shell_rel","C_plasticizer","up1","Polymer",2.30924482153756,2.30924482153756,2.82219175830175
"up2_Perm_shell_rel","C_surfactant","up1","Surface",0,0,0
"up2_Perm_shell_rel","CMC","up1","Surface",0,0,0
"up2_Perm_shell_rel","HLB","up1","Surface",0,0,0
"up2_Perm_shell_rel","MW_surfactant","up1","Surface",0,0,0
"up2_Perm_shell_rel","A_molecule","up1","Surface",0,0,0
"up2_Perm_shell_rel","D_surf","up1","Surface",0,0,0
"up2_Perm_shell_rel","ionic_strength","up1","Surface",0,0,0
"up2_Perm_shell_rel","Delta_pH","up1","Surface",0,0,0
"up2_Perm_shell_rel","template_dose","up1","Polymer",0.275844212975324,0.275844212975324,0.480641650536442
"up2_Perm_shell_rel","ALR","up2","Process",0,0,0
"up2_Perm_shell_rel","P_atom_air","up2","Process",0,0,0
"up2_Perm_shell_rel","P_feed","up2","Process",0,0,0
"up2_Perm_shell_rel","mdot_L","up2","Process",0,0,0
"up2_Perm_shell_rel","sigma","up2","Surface",0,0,0
"up2_Perm_shell_rel","mu_L","up2","Polymer",0,0,0
"up2_Perm_shell_rel","T_dryer_in","up2","Process",0,0,0
"up2_Perm_shell_rel","mdot_gas_dry","up2","Process",0,0,0
"up2_Perm_shell_rel","Y_in","up2","Process",0,0,0
"up2_Perm_shell_rel","t_hold","up2","Process",0,0,0
"up2_Perm_shell_rel","D_b","up2","Process",0,0,0
"up2_Perm_shell_rel","Tg_polymer","up2","Polymer",0,0,0
"up2_Perm_shell_rel","n_flow","up2","Polymer",0,0,0
"up2_Perm_shell_rel","k_perm_mono","up2","Polymer",2.2125382977421,2.2125382977421,2.91815241339489
"up2_Perm_shell_rel","k_perm_plast","up2","Polymer",4.05143841589576,4.05143841589576,4.56532674664772
"up2_Perm_shell_rel","k_perm_bind","up2","Polymer",-4.98622582935788,4.98622582935788,7.44900541023417
"up2_Perm_shell_rel","T_bp_solv","up2","Polymer",0,0,0
"up2_D_pore_um","v_tip","up1","Process",0.0461702040826347,0.0483238295246254,0.153884917630769
"up2_D_pore_um","tau_mix","up1","Process",-0.00100028816768097,0.00170647798991371,0.00326703702114937
"up2_D_pore_um","P_mix","up1","Process",-0.000559424887055974,0.000592155787544306,0.00219830515818053
"up2_D_pore_um","T_mix","up1","Process",-0.0180040814574631,0.0180040814574631,0.0165986210677727
"up2_D_pore_um","C_gas_diss_temp","up1","Process",-0.000207882430963095,0.000508489528055556,0.00211566909266196
"up2_D_pore_um","Q_gas","up1","Process",9.06151803190092e-05,0.000115904013839739,0.000466616608507678
"up2_D_pore_um","Q_colloid","up1","Process",-0.00222633774263542,0.00287091921807864,0.00469112586098679
"up2_D_pore_um","Q_template","up1","Process",-0.0237027150097081,0.0279337553554163,0.104503063484567
"up2_D_pore_um","C_solid_mass","up1","Polymer",0.0276993580929228,0.0368622943927682,0.0997399507079643
"up2_D_pore_um","C_temp_mass","up1","Polymer",5.74188844619054e-14,6.4387384313136e-14,2.52122760783047e-13
"up2_D_pore_um","D_particle","up1","Polymer",0.00145146879655351,0.00145146879655351,0.00239773840968467
"up2_D_pore_um","D_template","up1","Polymer",0.91477799056988,0.917107659014623,0.451798422056047
"up2_D_pore_um","C_binder","up1","Polymer",0.0575182273031334,0.0670346210042556,0.0666124944327783
"up2_D_pore_um","C_monomer","up1","Polymer",-0.08207550533559,0.08207550533559,0.0560106994150719
"up2_D_pore_um","C_plasticizer","up1","Polymer",-0.0756358813311931,0.0756358813311931,0.0530855251869221
"up2_D_pore_um","C_surfactant","up1","Surface",-0.472039215414582,0.472039215414582,0.526048552144317
"up2_D_pore_um","CMC","up1","Surface",-0.000540722038752445,0.000540762287751158,0.0029504955262935
"up2_D_pore_um","HLB","up1","Surface",4.85428886022978e-05,7.44650747322967e-05,0.000340992613705888
"up2_D_pore_um","MW_surfactant","up1","Surface",0.270784633483579,0.27231272636981,0.333082340573842
"up2_D_pore_um","A_molecule","up1","Surface",-0.165055088287143,0.165116659036264,0.318472863984848
"up2_D_pore_um","D_surf","up1","Surface",-2.12084237620943e-08,2.2652443353958e-08,1.15338310811755e-07
"up2_D_pore_um","ionic_strength","up1","Surface",0.0246466618886741,0.0291434734497238,0.078669318608312
"up2_D_pore_um","Delta_pH","up1","Surface",-0.0441381663177294,0.04797626002274,0.118091727650698
"up2_D_pore_um","template_dose","up1","Polymer",-0.00705774512370427,0.0170122831572063,0.0366535494226267
"up2_D_pore_um","ALR","up2","Process",0,0,0
"up2_D_pore_um","P_atom_air","up2","Process",1.29893156702865e-08,1.29893156702865e-08,7.11454119917125e-08
"up2_D_pore_um","P_feed","up2","Process",0,0,0
"up2_D_pore_um","mdot_L","up2","Process",0.0162690639162787,0.0164119356632841,0.0221795080072884
"up2_D_pore_um","sigma","up2","Surface",-5.67765672624769e-09,5.67765672624769e-09,3.10978066273679e-08
"up2_D_pore_um","mu_L","up2","Polymer",0.0160374069205573,0.016117540927643,0.0118876696198198
"up2_D_pore_um","T_dryer_in","up2","Process",-0.0309687194073411,0.0333787906106159,0.040978936203127
"up2_D_pore_um","mdot_gas_dry","up2","Process",-0.0229019790524434,0.0232871839071687,0.0346668451729314
"up2_D_pore_um","Y_in","up2","Process",-0.000147358616157928,0.000148880074840885,0.00033502299322478
"up2_D_pore_um","t_hold","up2","Process",1.04732143592729,1.04732143592729,0.737862687252238
"up2_D_pore_um","D_b","up2","Process",0,0,0
"up2_D_pore_um","Tg_polymer","up2","Polymer",0.010397302972678,0.0116017782574342,0.0171177140612644
"up2_D_pore_um","n_flow","up2","Polymer",-3.0975764401836e-06,3.0975764401836e-06,1.69247436659549e-05
"up2_D_pore_um","k_perm_mono","up2","Polymer",-0.0514234683838598,0.051791313350364,0.0502290749676457
"up2_D_pore_um","k_perm_plast","up2","Polymer",-0.102413020344258,0.102817208860669,0.0793162938938124
"up2_D_pore_um","k_perm_bind","up2","Polymer",0.0885692452433176,0.0889044221304706,0.0623223763578796
"up2_D_pore_um","T_bp_solv","up2","Polymer",0.0602360115786927,0.0602360115786927,0.0766387951125104
"up2_solv_retained","v_tip","up1","Process",0,0,0
"up2_solv_retained","tau_mix","up1","Process",3.33425373140508e-05,3.33425373140508e-05,7.93337878964446e-05
"up2_solv_retained","P_mix","up1","Process",0,0,0
"up2_solv_retained","T_mix","up1","Process",-0.0232412361950984,0.0232412361950984,0.0537429792635626
"up2_solv_retained","C_gas_diss_temp","up1","Process",0,0,0
"up2_solv_retained","Q_gas","up1","Process",0,0,0
"up2_solv_retained","Q_colloid","up1","Process",-0.00230622699227705,0.00230622699227705,0.00475177080153675
"up2_solv_retained","Q_template","up1","Process",0.0047034181256249,0.0047034181256249,0.0106777991848972
"up2_solv_retained","C_solid_mass","up1","Polymer",-0.00781565890681813,0.00781565890681813,0.0210886145427499
"up2_solv_retained","C_temp_mass","up1","Polymer",0,0,0
"up2_solv_retained","D_particle","up1","Polymer",-6.13187499267069e-05,6.13187499267069e-05,0.000149148566163227
"up2_solv_retained","D_template","up1","Polymer",0,0,0
"up2_solv_retained","C_binder","up1","Polymer",0,0,0
"up2_solv_retained","C_monomer","up1","Polymer",1.11508466684821e-05,1.11508466684821e-05,3.81626903230317e-05
"up2_solv_retained","C_plasticizer","up1","Polymer",1.58735540839514e-05,1.58735540839514e-05,4.56741247091905e-05
"up2_solv_retained","C_surfactant","up1","Surface",0,0,0
"up2_solv_retained","CMC","up1","Surface",0,0,0
"up2_solv_retained","HLB","up1","Surface",0,0,0
"up2_solv_retained","MW_surfactant","up1","Surface",0,0,0
"up2_solv_retained","A_molecule","up1","Surface",0,0,0
"up2_solv_retained","D_surf","up1","Surface",0,0,0
"up2_solv_retained","ionic_strength","up1","Surface",0,0,0
"up2_solv_retained","Delta_pH","up1","Surface",0,0,0
"up2_solv_retained","template_dose","up1","Polymer",-0.00473328539795159,0.00473328539795159,0.0130949477114442
"up2_solv_retained","ALR","up2","Process",0,0,0
"up2_solv_retained","P_atom_air","up2","Process",0,0,0
