"output","factor","module","group","mu","mu.star","sigma","sigma_mu_ratio","interaction_type"
"up1_Residual_Template_Fraction","n_flow","up2","Polymer",0,0,0,0,"No_interaction"
"up1_Residual_Template_Fraction","k_perm_mono","up2","Polymer",0,0,0,0,"No_interaction"
"up1_Residual_Template_Fraction","k_perm_plast","up2","Polymer",0,0,0,0,"No_interaction"
"up1_Residual_Template_Fraction","k_perm_bind","up2","Polymer",0,0,0,0,"No_interaction"
"up1_Residual_Template_Fraction","T_bp_solv","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d_droplet_um","v_tip","up1","Process",-2.00953110725351,12.765238347561,24.2925054260842,1.903020121103,"Volatile"
"up2_d_droplet_um","tau_mix","up1","Process",-6.38279786836114,6.48650624765777,5.8309398362337,0.898933819471647,"Complex"
"up2_d_droplet_um","P_mix","up1","Process",-21.1292928392635,21.1292928392635,14.4533844854356,0.684044875301156,"Complex"
"up2_d_droplet_um","T_mix","up1","Process",-8.48269560657443,8.73088364058663,10.4043142283568,1.19166795214072,"Volatile"
"up2_d_droplet_um","C_gas_diss_temp","up1","Process",-1.36539618475753,1.91324629830541,4.98117355110185,2.60351924136152,"Volatile"
"up2_d_droplet_um","Q_gas","up1","Process",-2.84868935714511,2.98770677386032,4.28991662873115,1.43585597698675,"Volatile"
"up2_d_droplet_um","Q_colloid","up1","Process",0.205934878976697,2.69228243461561,3.9633705026123,1.47212285444271,"Volatile"
"up2_d_droplet_um","Q_template","up1","Process",1.86082066807269,3.59295347703205,6.79758381906493,1.89192091200693,"Volatile"
"up2_d_droplet_um","C_solid_mass","up1","Polymer",0.101699614448136,7.77676649703793,12.9536838713632,1.66569021665973,"Volatile"
"up2_d_droplet_um","C_temp_mass","up1","Polymer",0.0508448152501968,0.0509189468954149,0.152106986492946,2.98723747773823,"Volatile"
"up2_d_droplet_um","D_particle","up1","Polymer",-0.109015919891544,0.109671141809476,0.303679052069653,2.76899690346267,"Volatile"
"up2_d_droplet_um","D_template","up1","Polymer",-0.282892294827731,0.282892360924794,0.495069287268549,1.7500270620604,"Volatile"
"up2_d_droplet_um","C_binder","up1","Polymer",1.71966474366532e-05,0.00013413630926209,0.00031168135780846,2.32361662195032,"Volatile"
"up2_d_droplet_um","C_monomer","up1","Polymer",0.0308621851579292,0.0311420678998397,0.0938659770515881,3.01412152055809,"Volatile"
"up2_d_droplet_um","C_plasticizer","up1","Polymer",0.0355762582229497,0.0653186206749687,0.196033162937445,3.00118344373687,"Volatile"
"up2_d_droplet_um","C_surfactant","up1","Surface",-13.9212789207291,13.9212789209539,13.0529336779983,0.937624607057576,"Complex"
"up2_d_droplet_um","CMC","up1","Surface",0.0318670753224982,0.0320867727207184,0.0868570568741806,2.70694275270935,"Volatile"
"up2_d_droplet_um","HLB","up1","Surface",-0.0765054855674961,0.157553315756861,0.405842871008296,2.57590815565316,"Volatile"
"up2_d_droplet_um","MW_surfactant","up1","Surface",7.5254569207169,8.53277958536174,11.7279615871064,1.37445969039515,"Volatile"
"up2_d_droplet_um","A_molecule","up1","Surface",-5.26368181057943,6.34187844529775,7.1208869092825,1.1228356031583,"Volatile"
"up2_d_droplet_um","D_surf","up1","Surface",2.95802606528506e-05,0.000136797053818734,0.000256171525561059,1.87263920099116,"Volatile"
"up2_d_droplet_um","ionic_strength","up1","Surface",-0.810514435577186,3.2432639775373,6.19556378664811,1.91028662161277,"Volatile"
"up2_d_droplet_um","Delta_pH","up1","Surface",1.74424253367346,4.52885687487018,7.62295575216425,1.6831964362713,"Volatile"
"up2_d_droplet_um","template_dose","up1","Polymer",-4.05080140002475,4.50988843500541,7.06454252863024,1.56645616192982,"Volatile"
"up2_d_droplet_um","chi_template","up1","Polymer",-0.433758270576693,0.452405435789631,0.976202930479458,2.15780548431207,"Volatile"
"up2_d_droplet_um","ALR","up2","Process",-8.91770752394999,8.91770752394999,4.14056335473078,0.464308045942369,"Complex"
"up2_d_droplet_um","P_atom_air","up2","Process",-21.61024210631,21.61024210631,13.9370469791752,0.64492784998025,"Complex"
"up2_d_droplet_um","P_feed","up2","Process",-16.7553403214382,16.7553403214382,11.158328436252,0.665956538165631,"Complex"
"up2_d_droplet_um","mdot_L","up2","Process",1.45214465781987,1.45214465781987,1.07303484221282,0.738931095076844,"Complex"
"up2_d_droplet_um","sigma","up2","Surface",10.8560499249549,11.1276726445746,8.88195296487587,0.798186040205485,"Complex"
"up2_d_droplet_um","mu_L","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d_droplet_um","T_dryer_in","up2","Process",0,0,0,0,"No_interaction"
"up2_d_droplet_um","mdot_gas_dry","up2","Process",0,0,0,0,"No_interaction"
"up2_d_droplet_um","Y_in","up2","Process",0,0,0,0,"No_interaction"
"up2_d_droplet_um","t_hold","up2","Process",0.198076624102845,0.198076624102845,0.193465659404117,0.976721308132081,"Complex"
"up2_d_droplet_um","D_b","up2","Process",0.140907745754552,0.140907745754552,0.1820344508939,1.2918697259623,"Volatile"
"up2_d_droplet_um","Tg_polymer","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d_droplet_um","n_flow","up2","Polymer",3.39058472483023,3.39058472483023,8.84958654733895,2.61004731205531,"Volatile"
"up2_d_droplet_um","k_perm_mono","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d_droplet_um","k_perm_plast","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d_droplet_um","k_perm_bind","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d_droplet_um","T_bp_solv","up2","Polymer",5.4534118608647,5.4534118608647,6.7439111642795,1.23664071893704,"Volatile"
"up2_d10_um","v_tip","up1","Process",-0.801158595167424,4.21991619152405,8.03079851817231,1.90307061886742,"Volatile"
"up2_d10_um","tau_mix","up1","Process",-1.78994401287924,1.85656549766028,2.01097794262334,1.08317101936757,"Volatile"
"up2_d10_um","P_mix","up1","Process",-6.66381121637994,6.66381121637994,4.70164042971805,0.705548263156258,"Complex"
"up2_d10_um","T_mix","up1","Process",-2.6218583770327,2.73175339970686,3.40997154148366,1.24827209580835,"Volatile"
"up2_d10_um","C_gas_diss_temp","up1","Process",-0.511011964415235,0.703897677315271,1.88777470159349,2.68188795393335,"Volatile"
"up2_d10_um","Q_gas","up1","Process",-0.717515091820919,0.860258078227574,1.42517535627429,1.65668349108751,"Volatile"
"up2_d10_um","Q_colloid","up1","Process",0.0502139583631467,0.770611119,1.21336454332417,1.57454845045412,"Volatile"
"up2_d10_um","Q_template","up1","Process",0.559295896376674,1.06979022440183,2.04572861906459,1.91227081010995,"Volatile"
"up2_d10_um","C_solid_mass","up1","Polymer",-0.311007138926434,2.24223360814452,3.45479181320738,1.54078138899464,"Volatile"
"up2_d10_um","C_temp_mass","up1","Polymer",0.00800870253132845,0.00803578536866968,0.0232267538256786,2.89041490782422,"Volatile"
"up2_d10_um","D_particle","up1","Polymer",-0.0367143002119099,0.0368843467059502,0.10387312173947,2.81618439842703,"Volatile"
"up2_d10_um","D_template","up1","Polymer",-0.0853209450838492,0.0853209672702005,0.146892390064626,1.72164468786948,"Volatile"
"up2_d10_um","C_binder","up1","Polymer",6.04539322054768e-06,4.55724971691514e-05,0.000110962331519664,2.43485300153304,"Volatile"
"up2_d10_um","C_monomer","up1","Polymer",0.0106465875294025,0.0107364553797498,0.0333499121242506,3.10623114842469,"Volatile"
"up2_d10_um","C_plasticizer","up1","Polymer",0.0133029491691749,0.0221966067604836,0.0696352924406265,3.13720440209795,"Volatile"
"up2_d10_um","C_surfactant","up1","Surface",-4.04176146222115,4.04176146228584,3.52743662960882,0.872747355954514,"Complex"
"up2_d10_um","CMC","up1","Surface",0.00633189219737274,0.00654963853712629,0.0189558781384471,2.89418691291079,"Volatile"
"up2_d10_um","HLB","up1","Surface",-0.0187278197773952,0.0396363787839431,0.0911276875563218,2.29909215604827,"Volatile"
"up2_d10_um","MW_surfactant","up1","Surface",2.29425121010272,2.4265963743408,3.04712990937319,1.25572177622699,"Volatile"
"up2_d10_um","A_molecule","up1","Surface",-1.80915327325394,1.85266144981305,1.9268084657635,1.0400218917266,"Volatile"
"up2_d10_um","D_surf","up1","Surface",7.72456566700552e-06,4.46828614205808e-05,8.51821792662386e-05,1.9063725231125,"Volatile"
"up2_d10_um","ionic_strength","up1","Surface",-0.0869998795288641,0.842797297505655,1.40747232800927,1.6700009980749,"Volatile"
"up2_d10_um","Delta_pH","up1","Surface",0.363190567583659,1.35748529247808,2.42199057142538,1.78417444730031,"Volatile"
"up2_d10_um","template_dose","up1","Polymer",-1.41953782942035,1.56091029067389,2.54056238300818,1.62761588426158,"Volatile"
"up2_d10_um","chi_template","up1","Polymer",-0.14013192797492,0.146346043414943,0.316573756791713,2.1631863042181,"Volatile"
"up2_d10_um","ALR","up2","Process",-2.05521135702059,2.05521135702059,1.0495158891419,0.510660806518397,"Complex"
"up2_d10_um","P_atom_air","up2","Process",-5.18352439605553,5.18352439605553,3.63413153925728,0.701092781973347,"Complex"
"up2_d10_um","P_feed","up2","Process",-5.19187882056852,5.19187882056852,3.74000211096617,0.720356202488686,"Complex"
"up2_d10_um","mdot_L","up2","Process",0.356845537016225,0.356845537016225,0.277830521212303,0.778573619094108,"Complex"
"up2_d10_um","sigma","up2","Surface",3.09525355522923,3.0968374292677,2.54217335403468,0.820893383039424,"Complex"
"up2_d10_um","mu_L","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d10_um","T_dryer_in","up2","Process",0,0,0,0,"No_interaction"
"up2_d10_um","mdot_gas_dry","up2","Process",0,0,0,0,"No_interaction"
"up2_d10_um","Y_in","up2","Process",0,0,0,0,"No_interaction"
"up2_d10_um","t_hold","up2","Process",0.344061797260258,0.344061797260258,0.374435976436502,1.08828117337673,"Volatile"
"up2_d10_um","D_b","up2","Process",0.245607660866481,0.245607660866481,0.306209939820519,1.24674425358003,"Volatile"
"up2_d10_um","Tg_polymer","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d10_um","n_flow","up2","Polymer",0.632858452204154,0.632858452204154,1.74135300486723,2.75156790401131,"Volatile"
"up2_d10_um","k_perm_mono","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d10_um","k_perm_plast","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d10_um","k_perm_bind","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d10_um","T_bp_solv","up2","Polymer",1.78486050133217,1.78486050133217,2.28456021303339,1.27996569554217,"Volatile"
"up2_d90_um","v_tip","up1","Process",-4.44697538361104,32.3524745190524,59.6046955178396,1.84235352639682,"Volatile"
"up2_d90_um","tau_mix","up1","Process",-18.1684148628474,18.4133535022973,15.8723225756433,0.86200064391655,"Complex"
"up2_d90_um","P_mix","up1","Process",-56.667273064167,56.667273064167,34.7954344146431,0.614030507083737,"Complex"
"up2_d90_um","T_mix","up1","Process",-19.0865877545663,20.624091722848,26.0567356655421,1.26341251850988,"Volatile"
"up2_d90_um","C_gas_diss_temp","up1","Process",-3.36591317894772,4.8171010175878,12.1600186492591,2.52434370897797,"Volatile"
"up2_d90_um","Q_gas","up1","Process",-7.5248445454889,7.93279252062597,11.3816199341296,1.43475578171702,"Volatile"
"up2_d90_um","Q_colloid","up1","Process",0.721101496112938,7.1567165522849,10.4044062469894,1.4537960489252,"Volatile"
"up2_d90_um","Q_template","up1","Process",5.69817296691408,9.23513106667202,17.5580899865298,1.9012280237033,"Volatile"
"up2_d90_um","C_solid_mass","up1","Polymer",-1.73433045494018,18.4147704847604,27.9321434605512,1.51683364632033,"Volatile"
"up2_d90_um","C_temp_mass","up1","Polymer",0.0874958900321879,0.0876869786676972,0.247922082728269,2.82735346222621,"Volatile"
"up2_d90_um","D_particle","up1","Polymer",-0.282329761654586,0.283747899516886,0.769177789230075,2.71077879533096,"Volatile"
"up2_d90_um","D_template","up1","Polymer",-0.803423780295372,0.80342396859961,1.43915872890777,1.79128179535926,"Volatile"
"up2_d90_um","C_binder","up1","Polymer",5.23737282232428e-05,0.000373231341930635,0.000861764257400616,2.30892789695238,"Volatile"
"up2_d90_um","C_monomer","up1","Polymer",0.0776840275285725,0.0783398629571339,0.237521866244837,3.03194130394133,"Volatile"
"up2_d90_um","C_plasticizer","up1","Polymer",0.0957486073248472,0.171717166494474,0.516757527307833,3.00935275055602,"Volatile"
"up2_d90_um","C_surfactant","up1","Surface",-37.4908422716173,37.4908422722127,31.0091887570776,0.827113686375108,"Complex"
"up2_d90_um","CMC","up1","Surface",0.108028794813158,0.10867852541231,0.295041210170782,2.71480689539577,"Volatile"
"up2_d90_um","HLB","up1","Surface",-0.221232561976445,0.437066980694711,1.13820286566731,2.60418406317987,"Volatile"
"up2_d90_um","MW_surfactant","up1","Surface",19.8519467535915,21.7586920496558,26.130719409225,1.2009324526305,"Volatile"
"up2_d90_um","A_molecule","up1","Surface",-15.0368329391551,16.3930785426976,16.9259708056874,1.03250714999027,"Volatile"
"up2_d90_um","D_surf","up1","Surface",7.86629918847333e-05,0.000370712583333891,0.00069259275015251,1.86827418676724,"Volatile"
"up2_d90_um","ionic_strength","up1","Surface",-1.79910866542532,7.8986909240144,14.2036758341704,1.79823162734307,"Volatile"
"up2_d90_um","Delta_pH","up1","Surface",4.19430217849656,11.7911835746773,19.341739919931,1.64035610144084,"Volatile"
"up2_d90_um","template_dose","up1","Polymer",-10.9127541793821,11.9983001949884,18.7715644291105,1.56451865047944,"Volatile"
"up2_d90_um","chi_template","up1","Polymer",-1.10591157134565,1.15414888992473,2.38721926058892,2.06838067551633,"Volatile"
"up2_d90_um","ALR","up2","Process",-15.1126888662218,15.1126888662218,6.74346345519495,0.446212021890239,"Complex"
"up2_d90_um","P_atom_air","up2","Process",-45.1020282081286,45.1020282081286,28.1197628669514,0.62347002971107,"Complex"
"up2_d90_um","P_feed","up2","Process",-44.1146012709795,44.1146012709795,28.3666636962529,0.643022103316928,"Complex"
"up2_d90_um","mdot_L","up2","Process",3.03445202930167,3.03445202930167,2.13620426318286,0.7039835339478,"Complex"
"up2_d90_um","sigma","up2","Surface",29.7776174824374,29.8863686186442,21.5529776310423,0.72116415032092,"Complex"
"up2_d90_um","mu_L","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d90_um","T_dryer_in","up2","Process",0,0,0,0,"No_interaction"
"up2_d90_um","mdot_gas_dry","up2","Process",0,0,0,0,"No_interaction"
"up2_d90_um","Y_in","up2","Process",0,0,0,0,"No_interaction"
"up2_d90_um","t_hold","up2","Process",0.00336105665910103,0.0395173591775341,0.0590493220253267,1.49426285699012,"Volatile"
"up2_d90_um","D_b","up2","Process",-0.00040305198579702,0.0318565966409353,0.0555002289089774,1.74218952308485,"Volatile"
"up2_d90_um","Tg_polymer","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d90_um","n_flow","up2","Polymer",6.32881865572326,6.32881865572326,16.5594669433851,2.61651784388072,"Volatile"
"up2_d90_um","k_perm_mono","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d90_um","k_perm_plast","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d90_um","k_perm_bind","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d90_um","T_bp_solv","up2","Polymer",14.4977731546799,14.4977731546799,18.2849495548478,1.26122469704565,"Volatile"
"up2_d99_um","v_tip","up1","Process",-7.33243564377131,54.1144894789452,98.7757670288945,1.82531089140786,"Volatile"
"up2_d99_um","tau_mix","up1","Process",-30.980759524088,31.4028096238885,27.0152133630634,0.860280136924836,"Complex"
"up2_d99_um","P_mix","up1","Process",-95.8840242293921,95.8840242293921,57.1750694854735,0.596294011906387,"Complex"
"up2_d99_um","T_mix","up1","Process",-30.8936870899487,34.0558294989007,43.6731710974599,1.28239927613185,"Volatile"
"up2_d99_um","C_gas_diss_temp","up1","Process",-5.60996191649083,8.06279675697018,20.2197855006028,2.50778806784669,"Volatile"
"up2_d99_um","Q_gas","up1","Process",-12.5624144065182,13.5111757635889,19.1990306762569,1.42097408931621,"Volatile"
"up2_d99_um","Q_colloid","up1","Process",1.29482886564622,11.9819235319715,17.3515428556856,1.44814334771761,"Volatile"
"up2_d99_um","Q_template","up1","Process",9.82602711399513,15.5975058459786,29.347269814385,1.88153606763683,"Volatile"
"up2_d99_um","C_solid_mass","up1","Polymer",-3.6228207634279,30.4632747958358,45.5110808051195,1.49396547515439,"Volatile"
"up2_d99_um","C_temp_mass","up1","Polymer",0.132220241469551,0.132541367264474,0.373861133676259,2.82071281889114,"Volatile"
"up2_d99_um","D_particle","up1","Polymer",-0.475333105569785,0.477572751245805,1.28576158288027,2.69228422167347,"Volatile"
"up2_d99_um","D_template","up1","Polymer",-1.37164324904729,1.37164357421752,2.46746392587145,1.79891042560313,"Volatile"
"up2_d99_um","C_binder","up1","Polymer",9.10529121114519e-05,0.000635941379078364,0.00146877757106269,2.30961157644957,"Volatile"
"up2_d99_um","C_monomer","up1","Polymer",0.12988284265319,0.130964236413379,0.396986306690643,3.03125736890173,"Volatile"
"up2_d99_um","C_plasticizer","up1","Polymer",0.167619267154899,0.294149431013569,0.891557933703635,3.03096943152852,"Volatile"
"up2_d99_um","C_surfactant","up1","Surface",-63.4324656073706,63.4324656083674,51.3625402455821,0.809720066104554,"Complex"
"up2_d99_um","CMC","up1","Surface",0.188455026893357,0.189571887202351,0.515076155945604,2.71704926055732,"Volatile"
"up2_d99_um","HLB","up1","Surface",-0.380871424516712,0.731595302956106,1.89933585894549,2.59615644232676,"Volatile"
"up2_d99_um","MW_surfactant","up1","Surface",33.5209827423569,36.4377042783107,42.5913206787203,1.16888046385712,"Volatile"
"up2_d99_um","A_molecule","up1","Surface",-25.8449765647312,27.5100980189636,27.9663221485026,1.01658387873517,"Volatile"
"up2_d99_um","D_surf","up1","Surface",0.000130850403710436,0.00062836377026961,0.00117349745442676,1.86754474072121,"Volatile"
"up2_d99_um","ionic_strength","up1","Surface",-2.75269604499132,13.1606192161566,23.4019738504746,1.77818182154721,"Volatile"
"up2_d99_um","Delta_pH","up1","Surface",6.66510651993246,19.6850119533552,32.2055174543487,1.63604256531119,"Volatile"
"up2_d99_um","template_dose","up1","Polymer",-18.62403340835,20.4141252463844,31.9417359919933,1.56468796024706,"Volatile"
"up2_d99_um","chi_template","up1","Polymer",-1.85316121961503,1.9342089092267,3.95801652881572,2.04632318150066,"Volatile"
"up2_d99_um","ALR","up2","Process",-21.9941447262949,21.9941447262949,9.99553557718667,0.45446348114808,"Complex"
"up2_d99_um","P_atom_air","up2","Process",-70.5330391359757,70.5330391359757,44.4662939642276,0.6304321281053,"Complex"
"up2_d99_um","P_feed","up2","Process",-74.1304367166593,74.1304367166593,47.2983356869087,0.638042048338282,"Complex"
"up2_d99_um","mdot_L","up2","Process",4.77248205819771,4.77248205819771,3.39077194308919,0.710483958187931,"Complex"
"up2_d99_um","sigma","up2","Surface",50.2410931031028,50.2909467164814,35.5665279153226,0.707215318809392,"Complex"
"up2_d99_um","mu_L","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d99_um","T_dryer_in","up2","Process",0,0,0,0,"No_interaction"
"up2_d99_um","mdot_gas_dry","up2","Process",0,0,0,0,"No_interaction"
"up2_d99_um","Y_in","up2","Process",0,0,0,0,"No_interaction"
"up2_d99_um","t_hold","up2","Process",-0.0225931502121371,0.0552957098329918,0.0945840575139863,1.71051348829152,"Volatile"
"up2_d99_um","D_b","up2","Process",-0.0206010807220923,0.0443174362875853,0.0853842635849293,1.92665169146637,"Volatile"
"up2_d99_um","Tg_polymer","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d99_um","n_flow","up2","Polymer",9.76380078705064,9.76380078705064,25.6479350346724,2.62683923956009,"Volatile"
"up2_d99_um","k_perm_mono","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d99_um","k_perm_plast","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d99_um","k_perm_bind","up2","Polymer",0,0,0,0,"No_interaction"
"up2_d99_um","T_bp_solv","up2","Polymer",24.6460260844658,24.6460260844658,31.328964224188,1.2711568232874,"Volatile"
"up2_span","v_tip","up1","Process",0.0410060581728582,0.0740780790094258,0.115769785097756,1.56280760308357,"Volatile"
"up2_span","tau_mix","up1","Process",-0.0544506106636644,0.0807020173417184,0.116241815358655,1.44038301875961,"Volatile"
"up2_span","P_mix","up1","Process",0.0109463113748383,0.102380244923046,0.146601177489007,1.43192837250193,"Volatile"
"up2_span","T_mix","up1","Process",0.174122121531578,0.174122121531578,0.127102202938646,0.729960109724457,"Complex"
"up2_span","C_gas_diss_temp","up1","Process",0.00294273964056651,0.00887826675886038,0.0202087558252753,2.27620507179594,"Volatile"
"up2_span","Q_gas","up1","Process",-0.0212335315624784,0.0697181265658558,0.141133930651663,2.02435059006279,"Volatile"
"up2_span","Q_colloid","up1","Process",0.0192435059400899,0.0410811511035754,0.0621993630807536,1.51406086270402,"Volatile"
"up2_span","Q_template","up1","Process",0.0225983637805984,0.061835960986343,0.0990739232297558,1.60220560414088,"Volatile"
"up2_span","C_solid_mass","up1","Polymer",0.01378753581917,0.0685986786740318,0.107077851661244,1.56093169330649,"Volatile"
"up2_span","C_temp_mass","up1","Polymer",-0.00212313274280081,0.00212353143324399,0.00728142653761279,3.42892336022048,"Volatile"
"up2_span","D_particle","up1","Polymer",0.000746016391149954,0.000757721144392258,0.0018858106310289,2.48879240731951,"Volatile"
"up2_span","D_template","up1","Polymer",-0.000830888083059572,0.00194629458501944,0.00450786379825069,2.31612615733896,"Volatile"
"up2_span","C_binder","up1","Polymer",-4.07331435951323e-07,9.68581416456911e-07,1.49671337558913e-06,1.54526336161201,"Volatile"
"up2_span","C_monomer","up1","Polymer",-0.000160312419578705,0.000162865421888299,0.000357175901880589,2.19307387497855,"Volatile"
"up2_span","C_plasticizer","up1","Polymer",-0.00130739547753838,0.00133564228514524,0.00605408840985186,4.53271693864762,"Volatile"
"up2_span","C_surfactant","up1","Surface",-0.0551592095948567,0.123625628741352,0.196343448911139,1.5882099117322,"Volatile"
"up2_span","CMC","up1","Surface",0.00170289281285562,0.00170516621595485,0.00569893859344244,3.34216016017605,"Volatile"
"up2_span","HLB","up1","Surface",-0.0016644833728697,0.00191428190943977,0.00628248766721584,3.28190306570595,"Volatile"
"up2_span","MW_surfactant","up1","Surface",0.0271669599497378,0.0726582665040119,0.128216675247404,1.76465365080414,"Volatile"
"up2_span","A_molecule","up1","Surface",-0.040216817676343,0.0657774061993581,0.22809451478577,3.46767268527526,"Volatile"
"up2_span","D_surf","up1","Surface",1.17015116855394e-07,9.87763732932893e-07,1.75671790312286e-06,1.77847985763434,"Volatile"
"up2_span","ionic_strength","up1","Surface",0.00995762014639323,0.0892975099951051,0.236290684937651,2.64610608907912,"Volatile"
"up2_span","Delta_pH","up1","Surface",0.00168199855006388,0.0483367247291111,0.0923862173623442,1.91130486974646,"Volatile"
"up2_span","template_dose","up1","Polymer",0.064302138061475,0.0685964382507887,0.104799112394332,1.52776317643761,"Volatile"
"up2_span","chi_template","up1","Polymer",0.00318216665117769,0.00331621234768028,0.00607304669455425,1.83132021048121,"Volatile"
"up2_span","ALR","up2","Process",0.247724573047799,0.247724573047799,0.0608919331011305,0.245804977487563,"Linear"
"up2_span","P_atom_air","up2","Process",0.443272569063268,0.443272569063268,0.141829067797442,0.319959044831396,"Complex"
"up2_span","P_feed","up2","Process",-0.0138257162446103,0.0900711582286501,0.128925314643477,1.43137178625142,"Volatile"
"up2_span","mdot_L","up2","Process",-0.0232100450994963,0.0232100450994963,0.00473648673996442,0.204070553058392,"Linear"
"up2_span","sigma","up2","Surface",0.0429466397697246,0.0429466397697246,0.0702891553687653,1.6366625129614,"Volatile"
"up2_span","mu_L","up2","Polymer",0,0,0,0,"No_interaction"
"up2_span","T_dryer_in","up2","Process",0,0,0,0,"No_interaction"
"up2_span","mdot_gas_dry","up2","Process",0,0,0,0,"No_interaction"
"up2_span","Y_in","up2","Process",0,0,0,0,"No_interaction"
"up2_span","t_hold","up2","Process",-0.0361915081199983,0.0361915081199983,0.0302218318891643,0.835053123206675,"Complex"
"up2_span","D_b","up2","Process",-0.0207111018769519,0.0207111018769519,0.0245425971043358,1.18499716964107,"Volatile"
"up2_span","Tg_polymer","up2","Polymer",0,0,0,0,"No_interaction"
"up2_span","n_flow","up2","Polymer",-0.0619366276796776,0.0619366276796776,0.134554731272576,2.17245814493587,"Volatile"
"up2_span","k_perm_mono","up2","Polymer",0,0,0,0,"No_interaction"
"up2_span","k_perm_plast","up2","Polymer",0,0,0,0,"No_interaction"
"up2_span","k_perm_bind","up2","Polymer",0,0,0,0,"No_interaction"
"up2_span","T_bp_solv","up2","Polymer",-0.0754181324364019,0.0754181324364019,0.113416986053316,1.50384241016519,"Volatile"
"up2_BI_bimodal","v_tip","up1","Process",0.0143564226091278,0.0387240664091421,0.0612993104594266,1.58297710296652,"Volatile"
"up2_BI_bimodal","tau_mix","up1","Process",-0.0122590956849812,0.0370382737954461,0.0497655715803761,1.34362556568429,"Volatile"
"up2_BI_bimodal","P_mix","up1","Process",0.0488841451804411,0.0643028516565317,0.065459166411187,1.01798232465384,"Volatile"
"up2_BI_bimodal","T_mix","up1","Process",0.0588176262116811,0.0588176262116811,0.0709295878907799,1.20592401392584,"Volatile"
"up2_BI_bimodal","C_gas_diss_temp","up1","Process",0.00382607960199518,0.00738309842680431,0.0188652613216706,2.55519569577731,"Volatile"
"up2_BI_bimodal","Q_gas","up1","Process",-0.00734167124433833,0.0184597689849797,0.0237153834987075,1.28470640764813,"Volatile"
"up2_BI_bimodal","Q_colloid","up1","Process",0.00782872505406009,0.0146424722226783,0.019315019103062,1.31910915105899,"Volatile"
"up2_BI_bimodal","Q_template","up1","Process",-0.00786328598386081,0.0238565814270676,0.0402599631612227,1.68758307992711,"Volatile"
"up2_BI_bimodal","C_solid_mass","up1","Polymer",0.0228590419860267,0.0373901894649548,0.0562542357994536,1.504518607807,"Volatile"
"up2_BI_bimodal","C_temp_mass","up1","Polymer",1.60535083788133e-07,1.60551215405471e-07,8.79120812910157e-07,5.47564097032804,"Volatile"
"up2_BI_bimodal","D_particle","up1","Polymer",0.000514786268085022,0.000515884202150169,0.00123434286649068,2.39267428881526,"Volatile"
"up2_BI_bimodal","D_template","up1","Polymer",0.000292952677794519,0.000981427387177525,0.00193028841654311,1.96681735374678,"Volatile"
"up2_BI_bimodal","C_binder","up1","Polymer",-2.55016942270261e-07,7.04586314718228e-07,1.67256013052842e-06,2.37381864448686,"Volatile"
"up2_BI_bimodal","C_monomer","up1","Polymer",-0.00010422224143579,0.000105133749522296,0.000246500643665052,2.34463856549486,"Volatile"
"up2_BI_bimodal","C_plasticizer","up1","Polymer",-0.00068926409980748,0.000758317856629051,0.00332052057282239,4.3787978138654,"Volatile"
"up2_BI_bimodal","C_surfactant","up1","Surface",0.00892150448145141,0.0371014916318276,0.0469461737808817,1.2653446456209,"Volatile"
"up2_BI_bimodal","CMC","up1","Surface",0.000692056769769761,0.000693571864517101,0.00251712740533238,3.62922363796421,"Volatile"
"up2_BI_bimodal","HLB","up1","Surface",-0.000334189926918245,0.000566777331726845,0.00154920077193128,2.73334991576181,"Volatile"
"up2_BI_bimodal","MW_surfactant","up1","Surface",-0.00616558359277432,0.0193514143401934,0.0279388924365352,1.44376488174848,"Volatile"
"up2_BI_bimodal","A_molecule","up1","Surface",0.0107370428759368,0.0175710642284764,0.0226708187703335,1.29023595130864,"Volatile"
"up2_BI_bimodal","D_surf","up1","Surface",-3.42662984848842e-08,4.89394693102465e-07,9.7515227818544e-07,1.99256814985787,"Volatile"
"up2_BI_bimodal","ionic_strength","up1","Surface",-0.00571443392443084,0.0142686482376717,0.019716666091151,1.38181737770335,"Volatile"
"up2_BI_bimodal","Delta_pH","up1","Surface",0.0101296420890571,0.0189732111543698,0.0284857043208725,1.50136442846217,"Volatile"
