"C_plasticizer","theta_skin","phi_porosity","Tg_product_K","Dp50_um"
0,0.944790285249992,0.230069981450868,306.33872685871,165.969174067083
0.005,0.945683384980649,0.228213762249948,302.80426732891,165.838130985274
0.01,0.946606894516992,0.22652630468816,299.431736945781,165.718733303389
0.015,0.947567305100848,0.224954717388749,296.210621819948,165.610029871224
0.02,0.948571970804627,0.223477730733847,293.131321410629,165.507295433275
0.03,0.950736203254858,0.220740328732925,287.363763909768,165.319214323848
0.04,0.953139508014271,0.218252666114729,282.067143449102,165.149750206509
