"output","group","factor","mu","mu.star","sigma"
"Serum_Viscosity_Pa_s","process","pop_frac",0,0,0
"Serum_Viscosity_Pa_s","process","T_process",-0.00129043009819048,0.00129043009819048,0.000368449927742784
"Serum_Viscosity_Pa_s","process","P_feed",0,0,0
"Serum_Viscosity_Pa_s","process","gas_sat_frac",0,0,0
"Serum_Viscosity_Pa_s","process","D_b",0,0,0
"Serum_Viscosity_Pa_s","surface","HLB_value",0,0,0
"Serum_Viscosity_Pa_s","surface","surf_dose_kg_m3",0,0,0
"Serum_Viscosity_Pa_s","surface","t_recover_sec",0,0,0
"Serum_Viscosity_Pa_s","surface","I_strength",0,0,0
"Serum_Viscosity_Pa_s","surface","Delta_pH",0,0,0
"Serum_Viscosity_Pa_s","surface","contact_angle_deg",0,0,0
"Serum_Viscosity_Pa_s","additive","plasticizer_frac",0.000395606930758794,0.000395606930758794,0.000136762857110789
"Serum_Viscosity_Pa_s","additive","C_monomer",0,0,0
"Serum_Viscosity_Pa_s","additive","C_binder",0.000435552772187255,0.000435552772187255,0.000158156283770906
"Serum_Viscosity_Pa_s","additive","chi_parameter",0,0,0
"Serum_Viscosity_Pa_s","additive","S_base",0,0,0
"Serum_Viscosity_Pa_s","additive","S_ceiling",0,0,0
"Bubble_Rise_Escape","process","rpm",0,0,0
"Bubble_Rise_Escape","process","delta_rpm",0,0,0
"Bubble_Rise_Escape","process","r_pool",0,0,0
"Bubble_Rise_Escape","process","flow_rate_lpm",0,0,0
"Bubble_Rise_Escape","process","feed_solid_frac",0,0,0
"Bubble_Rise_Escape","process","feed_gas_frac",0,0,0
"Bubble_Rise_Escape","process","pop_frac",0,0,0
"Bubble_Rise_Escape","process","T_process",0,0,0
"Bubble_Rise_Escape","process","P_feed",0,0,0
"Bubble_Rise_Escape","process","gas_sat_frac",0,0,0
"Bubble_Rise_Escape","process","D_b",0,0,0
"Bubble_Rise_Escape","surface","HLB_value",0,0,0
"Bubble_Rise_Escape","surface","surf_dose_kg_m3",0,0,0
"Bubble_Rise_Escape","surface","t_recover_sec",0,0,0
"Bubble_Rise_Escape","surface","I_strength",0,0,0
"Bubble_Rise_Escape","surface","Delta_pH",0,0,0
"Bubble_Rise_Escape","surface","contact_angle_deg",0,0,0
"Bubble_Rise_Escape","additive","plasticizer_frac",0,0,0
"Bubble_Rise_Escape","additive","C_monomer",0,0,0
"Bubble_Rise_Escape","additive","C_binder",0,0,0
"Bubble_Rise_Escape","additive","chi_parameter",0,0,0
"Bubble_Rise_Escape","additive","S_base",0,0,0
"Bubble_Rise_Escape","additive","S_ceiling",0,0,0
"Dissolved_Gas_mol_m3","process","rpm",0,0,0
"Dissolved_Gas_mol_m3","process","delta_rpm",0,0,0
"Dissolved_Gas_mol_m3","process","r_pool",0,0,0
"Dissolved_Gas_mol_m3","process","flow_rate_lpm",0,0,0
"Dissolved_Gas_mol_m3","process","feed_solid_frac",0,0,0
"Dissolved_Gas_mol_m3","process","feed_gas_frac",0,0,0
"Dissolved_Gas_mol_m3","process","pop_frac",0,0,0
"Dissolved_Gas_mol_m3","process","T_process",-0.417401076896425,0.417401076896425,0.215513469557025
"Dissolved_Gas_mol_m3","process","P_feed",0.129095806384323,0.129095806384323,0.246621903874053
"Dissolved_Gas_mol_m3","process","gas_sat_frac",0.374984158830901,0.374984158830901,0.439077023338793
"Dissolved_Gas_mol_m3","process","D_b",0,0,0
"Dissolved_Gas_mol_m3","surface","HLB_value",0,0,0
"Dissolved_Gas_mol_m3","surface","surf_dose_kg_m3",0,0,0
"Dissolved_Gas_mol_m3","surface","t_recover_sec",0,0,0
"Dissolved_Gas_mol_m3","surface","I_strength",-0.0720068062543227,0.0720068062543227,0.0705755429677987
"Dissolved_Gas_mol_m3","surface","Delta_pH",0,0,0
"Dissolved_Gas_mol_m3","surface","contact_angle_deg",0,0,0
"Dissolved_Gas_mol_m3","additive","plasticizer_frac",0,0,0
"Dissolved_Gas_mol_m3","additive","C_monomer",0,0,0
"Dissolved_Gas_mol_m3","additive","C_binder",0,0,0
"Dissolved_Gas_mol_m3","additive","chi_parameter",0,0,0
"Dissolved_Gas_mol_m3","additive","S_base",0,0,0
"Dissolved_Gas_mol_m3","additive","S_ceiling",0,0,0
"Cake_Yield_Stress_Pa","process","rpm",14.8546957349807,14.8546957349807,36.3961065505645
"Cake_Yield_Stress_Pa","process","delta_rpm",-3398.50416851405,3398.50416851405,3868.73602576317
"Cake_Yield_Stress_Pa","process","r_pool",4080.69240376297,4081.13903987414,4509.59830575042
"Cake_Yield_Stress_Pa","process","flow_rate_lpm",-1.45792095694047,1.45792095694047,2.62950254216124
"Cake_Yield_Stress_Pa","process","feed_solid_frac",-0.260055253461269,0.260055253461269,0.842976905331095
"Cake_Yield_Stress_Pa","process","feed_gas_frac",-11.1861918412365,11.1861918412365,23.6474581387382
"Cake_Yield_Stress_Pa","process","pop_frac",3.54168923154699,3.54168923154699,4.50647936511203
"Cake_Yield_Stress_Pa","process","T_process",-6814.69574422941,6814.69574422941,3253.09643260493
"Cake_Yield_Stress_Pa","process","P_feed",-657.047751552079,657.047751552079,626.951206782767
"Cake_Yield_Stress_Pa","process","gas_sat_frac",-892.74304192975,892.74304192975,1183.17269471158
"Cake_Yield_Stress_Pa","process","D_b",1.39990014690802,1.4564653418046,3.27667374456489
"Cake_Yield_Stress_Pa","surface","HLB_value",5.93282980621875,6.1263817109172,8.65749408442228
"Cake_Yield_Stress_Pa","surface","surf_dose_kg_m3",0,0,0
"Cake_Yield_Stress_Pa","surface","t_recover_sec",0,0,0
"Cake_Yield_Stress_Pa","surface","I_strength",354.07994653213,354.07994653213,254.406570766295
"Cake_Yield_Stress_Pa","surface","Delta_pH",-0.293128551832266,0.293128551832266,0.637525882337813
"Cake_Yield_Stress_Pa","surface","contact_angle_deg",12.3853675445942,13.9192135295325,25.7783497366666
"Cake_Yield_Stress_Pa","additive","plasticizer_frac",-6231.02606959835,6231.02606959835,2633.33523426458
"Cake_Yield_Stress_Pa","additive","C_monomer",-258.730142694133,258.730142694133,170.338141758427
"Cake_Yield_Stress_Pa","additive","C_binder",-3597.33976112349,3597.33976112349,2260.15125912691
"Cake_Yield_Stress_Pa","additive","chi_parameter",0,0,0
"Cake_Yield_Stress_Pa","additive","S_base",4983.05057095452,4983.05057095452,2000.82958590951
"Cake_Yield_Stress_Pa","additive","S_ceiling",3991.42693069446,3991.42693069446,3436.1257084812
"Paste_Viscosity_Pa_s","process","rpm",1.48546957349806,1.48546957349806,3.63961065505642
"Paste_Viscosity_Pa_s","process","delta_rpm",-339.850416851405,339.850416851405,386.873602576317
"Paste_Viscosity_Pa_s","process","r_pool",408.069240376297,408.113903987414,450.959830575042
"Paste_Viscosity_Pa_s","process","flow_rate_lpm",-0.145792095694071,0.145792095694071,0.262950254216124
"Paste_Viscosity_Pa_s","process","feed_solid_frac",-0.0260055253461436,0.0260055253461436,0.0842976905331472
"Paste_Viscosity_Pa_s","process","feed_gas_frac",-1.11861918412361,1.11861918412361,2.36474581387381
"Paste_Viscosity_Pa_s","process","pop_frac",0.354168923154721,0.354168923154721,0.450647936511244
"Paste_Viscosity_Pa_s","process","T_process",-681.469574422941,681.469574422941,325.309643260493
"Paste_Viscosity_Pa_s","process","P_feed",-65.7047751552079,65.7047751552079,62.6951206782766
"Paste_Viscosity_Pa_s","process","gas_sat_frac",-89.274304192975,89.274304192975,118.317269471158
"Paste_Viscosity_Pa_s","process","D_b",0.139990014690803,0.145646534180473,0.327667374456501
"Paste_Viscosity_Pa_s","surface","HLB_value",0.593282980621861,0.612638171091709,0.865749408442213
"Paste_Viscosity_Pa_s","surface","surf_dose_kg_m3",0,0,0
"Paste_Viscosity_Pa_s","surface","t_recover_sec",0,0,0
"Paste_Viscosity_Pa_s","surface","I_strength",35.407994653213,35.407994653213,25.4406570766295
"Paste_Viscosity_Pa_s","surface","Delta_pH",-0.0293128551831993,0.0293128551831993,0.0637525882337644
"Paste_Viscosity_Pa_s","surface","contact_angle_deg",1.23853675445943,1.39192135295324,2.57783497366664
"Paste_Viscosity_Pa_s","additive","plasticizer_frac",-623.102606959835,623.102606959835,263.333523426458
"Paste_Viscosity_Pa_s","additive","C_monomer",-25.8730142694133,25.8730142694133,17.0338141758426
"Paste_Viscosity_Pa_s","additive","C_binder",-359.733976112349,359.733976112349,226.015125912691
"Paste_Viscosity_Pa_s","additive","chi_parameter",0,0,0
"Paste_Viscosity_Pa_s","additive","S_base",498.305057095452,498.305057095452,200.082958590951
"Paste_Viscosity_Pa_s","additive","S_ceiling",399.142693069446,399.142693069446,343.61257084812
"Spray_Visc_Ratio","process","rpm",0.00297093914699615,0.00297093914699615,0.00727922131011279
"Spray_Visc_Ratio","process","delta_rpm",-0.679700833702809,0.679700833702809,0.773747205152633
"Spray_Visc_Ratio","process","r_pool",0.816138480752593,0.816227807974828,0.901919661150084
"Spray_Visc_Ratio","process","flow_rate_lpm",-0.000291584191388061,0.000291584191388061,0.000525900508432102
"Spray_Visc_Ratio","process","feed_solid_frac",-5.20110506923762e-05,5.20110506923762e-05,0.000168595381066458
"Spray_Visc_Ratio","process","feed_gas_frac",-0.00223723836824738,0.00223723836824738,0.00472949162774759
"Spray_Visc_Ratio","process","pop_frac",0.000708337846309407,0.000708337846309407,0.000901295873022336
"Spray_Visc_Ratio","process","T_process",-1.36293914884588,1.36293914884588,0.650619286520986
"Spray_Visc_Ratio","process","P_feed",-0.131409550310416,0.131409550310416,0.125390241356553
"Spray_Visc_Ratio","process","gas_sat_frac",-0.17854860838595,0.17854860838595,0.236634538942315
"Spray_Visc_Ratio","process","D_b",0.000279980029381477,0.000291293068361043,0.000655334748912927
"Spray_Visc_Ratio","surface","HLB_value",0.00118656596124384,0.00122527634218355,0.00173149881688443
"Spray_Visc_Ratio","surface","surf_dose_kg_m3",0,0,0
"Spray_Visc_Ratio","surface","t_recover_sec",0,0,0
"Spray_Visc_Ratio","surface","I_strength",0.070815989306426,0.070815989306426,0.0508813141532588
"Spray_Visc_Ratio","surface","Delta_pH",-5.86257103663594e-05,5.86257103663594e-05,0.000127505176467504
"Spray_Visc_Ratio","surface","contact_angle_deg",0.00247707350891915,0.00278384270590664,0.00515566994733344
"Spray_Visc_Ratio","additive","plasticizer_frac",-1.24620521391967,1.24620521391967,0.526667046852916
"Spray_Visc_Ratio","additive","C_monomer",-0.0517460285388267,0.0517460285388267,0.0340676283516853
"Spray_Visc_Ratio","additive","C_binder",-0.719467952224698,0.719467952224698,0.452030251825381
"Spray_Visc_Ratio","additive","chi_parameter",0,0,0
"Spray_Visc_Ratio","additive","S_base",0.996610114190903,0.996610114190903,0.400165917181901
"Spray_Visc_Ratio","additive","S_ceiling",0.798285386138892,0.798285386138892,0.68722514169624
"Plasticizer_Retained","process","rpm",0.020596935884723,0.020596935884723,0.0543539098124385
"Plasticizer_Retained","process","delta_rpm",0.0562091110828215,0.0562091110828215,0.0666588646045379
"Plasticizer_Retained","process","r_pool",-0.0931599667003128,0.093298541771637,0.132283580145023
"Plasticizer_Retained","process","flow_rate_lpm",-0.0213553634044116,0.0213553634044116,0.0314074802132263
"Plasticizer_Retained","process","feed_solid_frac",0.848887255699671,0.848887255699671,0.213647143670256
"Plasticizer_Retained","process","feed_gas_frac",0.249934366328573,0.249934366328573,0.139469142570981
"Plasticizer_Retained","process","pop_frac",-0.000591458020969698,0.000591519324038298,0.00138990746228139
"Plasticizer_Retained","process","T_process",0.0147365614264723,0.0147365614264723,0.0277800687101209
"Plasticizer_Retained","process","P_feed",4.71844785465692e-17,7.12393107467809e-17,1.1418957496588e-16
"Plasticizer_Retained","process","gas_sat_frac",1.87350135405495e-17,4.8340960863887e-17,1.0340228194371e-16
"Plasticizer_Retained","process","D_b",-2.11159182573609e-05,2.50076432178418e-05,6.01778287231746e-05
"Plasticizer_Retained","surface","HLB_value",-0.000366683882731485,0.000366966793830191,0.00108570666299561
"Plasticizer_Retained","surface","surf_dose_kg_m3",0,0,0
"Plasticizer_Retained","surface","t_recover_sec",-1.09391706804018e-10,1.0941851498932e-10,5.46959409378807e-10
"Plasticizer_Retained","surface","I_strength",-0.00796926633538277,0.00796926633538277,0.0072182620864455
"Plasticizer_Retained","surface","Delta_pH",3.0658646257384e-05,3.06735481216354e-05,0.000121844408816596
"Plasticizer_Retained","surface","contact_angle_deg",-0.000888485916222953,0.00210447455478236,0.00529695693303422
"Plasticizer_Retained","additive","plasticizer_frac",0.132049189214066,0.132049189214066,0.121067587327843
"Plasticizer_Retained","additive","C_monomer",-3.83952129349533e-17,6.24500451351651e-17,1.22377834607393e-16
"Plasticizer_Retained","additive","C_binder",0.162634996607852,0.162634996607852,0.127590234871291
"Plasticizer_Retained","additive","chi_parameter",-0.0576689532837937,0.0820256349515032,0.0901286528282675
"Plasticizer_Retained","additive","S_base",-0.214075005818167,0.214075005818167,0.232270244231461
"Plasticizer_Retained","additive","S_ceiling",-0.0952682055664333,0.0952682055664333,0.0756344918091837
"Monomer_Retained","process","rpm",0,0,0
"Monomer_Retained","process","delta_rpm",0,0,0
"Monomer_Retained","process","r_pool",0,0,0
"Monomer_Retained","process","flow_rate_lpm",0,0,0
"Monomer_Retained","process","feed_solid_frac",0,0,0
"Monomer_Retained","process","feed_gas_frac",0,0,0
"Monomer_Retained","process","pop_frac",0,0,0
"Monomer_Retained","process","T_process",-0.902196641369644,0.902196641369644,0.403661913129888
"Monomer_Retained","process","P_feed",0,0,0
"Monomer_Retained","process","gas_sat_frac",0,0,0
"Monomer_Retained","process","D_b",0,0,0
"Monomer_Retained","surface","HLB_value",0,0,0
"Monomer_Retained","surface","surf_dose_kg_m3",0,0,0
"Monomer_Retained","surface","t_recover_sec",0,0,0
"Monomer_Retained","surface","I_strength",0,0,0
"Monomer_Retained","surface","Delta_pH",0,0,0
"Monomer_Retained","surface","contact_angle_deg",0,0,0
"Monomer_Retained","additive","plasticizer_frac",0,0,0
"Monomer_Retained","additive","C_monomer",0,0,0
"Monomer_Retained","additive","C_binder",0,0,0
"Monomer_Retained","additive","chi_parameter",0,0,0
"Monomer_Retained","additive","S_base",0,0,0
"Monomer_Retained","additive","S_ceiling",0,0,0
"Foam_Stability","process","rpm",0,0,0
"Foam_Stability","process","delta_rpm",0,0,0
"Foam_Stability","process","r_pool",0,0,0
"Foam_Stability","process","flow_rate_lpm",-2.31296463463574e-19,7.63278329429795e-18,2.67328419394638e-17
"Foam_Stability","process","feed_solid_frac",0.0523101740631342,0.0523101740631342,0.0787902365854451
"Foam_Stability","process","feed_gas_frac",-0.0416234130775326,0.0416234130775326,0.050737592964932
"Foam_Stability","process","pop_frac",0,0,0
"Foam_Stability","process","T_process",0,0,0
"Foam_Stability","process","P_feed",0,0,0
"Foam_Stability","process","gas_sat_frac",0,0,0
"Foam_Stability","process","D_b",0.0411913526475385,0.0411913526475385,0.0452305375813219
"Foam_Stability","surface","HLB_value",0.485628537344904,0.485628537344904,0.10757528180072
"Foam_Stability","surface","surf_dose_kg_m3",0,0,0
"Foam_Stability","surface","t_recover_sec",0,0,0
"Foam_Stability","surface","I_strength",-0.0458559259986934,0.0458559259986934,0.0304388701541524
"Foam_Stability","surface","Delta_pH",0.0438345150900325,0.0438345150900325,0.0305857027137388
"Foam_Stability","surface","contact_angle_deg",9.30892316077537e-05,0.0527904016255618,0.101512210133211
"Foam_Stability","additive","plasticizer_frac",0,0,0
"Foam_Stability","additive","C_monomer",0,0,0
"Foam_Stability","additive","C_binder",0,0,0
"Foam_Stability","additive","chi_parameter",0,0,0
"Foam_Stability","additive","S_base",0,0,0
"Foam_Stability","additive","S_ceiling",0,0,0
"Foam_Drainage_Frac","process","rpm",0.394216462278429,0.394216462278429,0.356704270274718
"Foam_Drainage_Frac","process","delta_rpm",0,0,0
"Foam_Drainage_Frac","process","r_pool",-0.0337478754314185,0.0354572685216849,0.0658730269471491
"Foam_Drainage_Frac","process","flow_rate_lpm",-0.234066024150657,0.234066024150657,0.251628329210086
"Foam_Drainage_Frac","process","feed_solid_frac",0,0,0
"Foam_Drainage_Frac","process","feed_gas_frac",0.0449084803274005,0.0449084803274005,0.0801955936944474
"Foam_Drainage_Frac","process","pop_frac",0,0,0
"Foam_Drainage_Frac","process","T_process",0.163545066224707,0.163545066224707,0.163932334045372
"Foam_Drainage_Frac","process","P_feed",0,0,0
"Foam_Drainage_Frac","process","gas_sat_frac",0,0,0
"Foam_Drainage_Frac","process","D_b",0.208206804435178,0.208206804435178,0.264341189507925
"Foam_Drainage_Frac","surface","HLB_value",0,0,0
"Foam_Drainage_Frac","surface","surf_dose_kg_m3",0,0,0
"Foam_Drainage_Frac","surface","t_recover_sec",0,0,0
"Foam_Drainage_Frac","surface","I_strength",0,0,0
"Foam_Drainage_Frac","surface","Delta_pH",0,0,0
"Foam_Drainage_Frac","surface","contact_angle_deg",0,0,0
"Foam_Drainage_Frac","additive","plasticizer_frac",-0.0342438695361673,0.0342438695361673,0.0501816645254634
"Foam_Drainage_Frac","additive","C_monomer",0,0,0
"Foam_Drainage_Frac","additive","C_binder",-0.0332412770443373,0.0332412770443373,0.0541804974415798
"Foam_Drainage_Frac","additive","chi_parameter",0,0,0
"Foam_Drainage_Frac","additive","S_base",0,0,0
"Foam_Drainage_Frac","additive","S_ceiling",0,0,0
"Bubble_Size_um","process","rpm",33.9627505306358,33.9627505306358,17.666224936626
"Bubble_Size_um","process","delta_rpm",0,0,0
"Bubble_Size_um","process","r_pool",-35.5498276864668,35.5498276864668,14.861647763392
"Bubble_Size_um","process","flow_rate_lpm",-27.0260847017435,27.0260847017435,20.9307932574181
"Bubble_Size_um","process","feed_solid_frac",0,0,0
"Bubble_Size_um","process","feed_gas_frac",9.65251662404308,9.65251662404308,7.06133587490523
"Bubble_Size_um","process","pop_frac",0,0,0
"Bubble_Size_um","process","T_process",0,0,0
"Bubble_Size_um","process","P_feed",0,0,0
"Bubble_Size_um","process","gas_sat_frac",0,0,0
"Bubble_Size_um","process","D_b",105.80694419061,105.80694419061,63.9218217147809
"Bubble_Size_um","surface","HLB_value",0,0,0
"Bubble_Size_um","surface","surf_dose_kg_m3",0,0,0
"Bubble_Size_um","surface","t_recover_sec",0,0,0
"Bubble_Size_um","surface","I_strength",0,0,0
"Bubble_Size_um","surface","Delta_pH",0,0,0
"Bubble_Size_um","surface","contact_angle_deg",0,0,0
"Bubble_Size_um","additive","plasticizer_frac",0,0,0
"Bubble_Size_um","additive","C_monomer",0,0,0
"Bubble_Size_um","additive","C_binder",0,0,0
"Bubble_Size_um","additive","chi_parameter",0,0,0
"Bubble_Size_um","additive","S_base",0,0,0
"Bubble_Size_um","additive","S_ceiling",0,0,0
"Serum_Surface_Tension_N_m","process","rpm",0,0,0
"Serum_Surface_Tension_N_m","process","delta_rpm",0,0,0
"Serum_Surface_Tension_N_m","process","r_pool",0,0,0
"Serum_Surface_Tension_N_m","process","flow_rate_lpm",0,0,0
"Serum_Surface_Tension_N_m","process","feed_solid_frac",0,0,0
"Serum_Surface_Tension_N_m","process","feed_gas_frac",0,0,0
"Serum_Surface_Tension_N_m","process","pop_frac",0,0,0
"Serum_Surface_Tension_N_m","process","T_process",0,0,0
"Serum_Surface_Tension_N_m","process","P_feed",0,0,0
"Serum_Surface_Tension_N_m","process","gas_sat_frac",0,0,0
"Serum_Surface_Tension_N_m","process","D_b",0,0,0
"Serum_Surface_Tension_N_m","surface","HLB_value",0,0,0
"Serum_Surface_Tension_N_m","surface","surf_dose_kg_m3",0,0,0
"Serum_Surface_Tension_N_m","surface","t_recover_sec",0,0,0
"Serum_Surface_Tension_N_m","surface","I_strength",0,0,0
"Serum_Surface_Tension_N_m","surface","Delta_pH",0,0,0
"Serum_Surface_Tension_N_m","surface","contact_angle_deg",0,0,0
"Serum_Surface_Tension_N_m","additive","plasticizer_frac",0,0,0
"Serum_Surface_Tension_N_m","additive","C_monomer",0,0,0
"Serum_Surface_Tension_N_m","additive","C_binder",0,0,0
"Serum_Surface_Tension_N_m","additive","chi_parameter",0,0,0
"Serum_Surface_Tension_N_m","additive","S_base",0,0,0
"Serum_Surface_Tension_N_m","additive","S_ceiling",0,0,0
"Centrate_Foam_Ratio","process","rpm",0.169939655539544,0.17108716103185,0.35204905595327
"Centrate_Foam_Ratio","process","delta_rpm",0.724664704335749,0.724664704335749,2.31765391889186
"Centrate_Foam_Ratio","process","r_pool",-96.8820462943399,96.8840279853494,330.048592791933
"Centrate_Foam_Ratio","process","flow_rate_lpm",88.5529825716086,94.9758289740198,333.392930716199
"Centrate_Foam_Ratio","process","feed_solid_frac",18.8389709904611,18.8389709904611,43.5174172314601
"Centrate_Foam_Ratio","process","feed_gas_frac",2.48227520685776,71.4485905725349,244.816942411552
"Centrate_Foam_Ratio","process","pop_frac",-1.94043308147338,1.94043308147338,9.2335680306462
"Centrate_Foam_Ratio","process","T_process",3.02519481603976,3.02524891397506,11.8580904907451
"Centrate_Foam_Ratio","process","P_feed",1.87997765503193e-15,1.87997765503193e-15,4.53739918669619e-15
"Centrate_Foam_Ratio","process","gas_sat_frac",1.02140518265514e-15,1.25825276124184e-15,4.30687678882914e-15
"Centrate_Foam_Ratio","process","D_b",0.62008087746445,0.62008087746445,0.728704527433008
"Centrate_Foam_Ratio","surface","HLB_value",7.05690049934775,7.06062446987469,26.7970245506127
"Centrate_Foam_Ratio","surface","surf_dose_kg_m3",7.26084349711375,7.26084349711375,5.05754385532303
"Centrate_Foam_Ratio","surface","t_recover_sec",-1.5955316993536e-09,1.5955338309818e-09,7.97663873266443e-09
"Centrate_Foam_Ratio","surface","I_strength",-0.152028219320941,0.152028219320941,0.31779407764687
"Centrate_Foam_Ratio","surface","Delta_pH",0.00450917311874115,0.00450917311874115,0.0199841004422013
"Centrate_Foam_Ratio","surface","contact_angle_deg",-0.422657046174602,0.427096305617317,1.82226062938529
"Centrate_Foam_Ratio","additive","plasticizer_frac",435.850664202544,435.850664202544,1230.70256241179
"Centrate_Foam_Ratio","additive","C_monomer",-1.00660220899348e-15,1.12502599828683e-15,3.21829947563092e-15
"Centrate_Foam_Ratio","additive","C_binder",515.979279221602,515.979279221602,1580.68781423895
"Centrate_Foam_Ratio","additive","chi_parameter",0,0,0
"Centrate_Foam_Ratio","additive","S_base",-614.509724100399,614.509724100399,1715.99004247883
"Centrate_Foam_Ratio","additive","S_ceiling",-210.563566394323,210.563566394323,840.46536261851
