"output","factor","type","mu","mu.star","sigma","sigma_mu_ratio","interaction_type"
"D_particle_um","mdot_L","Process",0.205754170004517,0.68061618957303,1.62834134342151,2.39245167594825,"Volatile"
"D_particle_um","sigma","Surface",0.770223215065885,2.49107099938219,4.13376049842804,1.65943102362528,"Volatile"
"D_particle_um","mu_L","Process",36.5338509711972,36.5338509711972,93.1301408904243,2.54914656995362,"Volatile"
"D_particle_um","rho_L","Process",6.89784260283066,6.89784260283066,21.5501187638817,3.12418244438314,"Volatile"
"D_particle_um","alpha_g_0","Process",-3.3578065085148,7.635839155971,22.0272223958776,2.88471534640079,"Volatile"
"D_particle_um","D_b","Process",0.814522966501659,0.816597117056089,2.74408995324784,3.36039632755569,"Volatile"
"D_particle_um","C_solid_mass","Process",19.6440372211717,19.6440372211717,37.5730263953053,1.91269370813502,"Volatile"
"D_particle_um","T_system","Process",2.37632537701849,2.42790295913067,6.13218384178428,2.52571208364109,"Volatile"
"D_particle_um","mdot_gas_dry","Process",0.536533092685921,0.657214421996787,1.37708236105414,2.09533192663394,"Volatile"
"D_particle_um","Y_in","Process",-0.00817375614048254,0.00817375614048254,0.0221212950125621,2.70638059569711,"Volatile"
"D_particle_um","T_feed","Process",-3.56315293626799,3.56315293626799,8.52582774910783,2.39277625788291,"Volatile"
"D_particle_um","t_hold","Process",0.73146097823917,0.73146097823917,3.2129814662645,4.39255348111535,"Volatile"
"D_particle_um","C_monomer","Polymer",-0.230874009364793,0.230874009364793,0.686960498393455,2.97547783868569,"Volatile"
"D_particle_um","C_plasticizer","Polymer",-0.328264738584567,0.328264738584567,1.33477482602934,4.0661535313988,"Volatile"
"D_particle_um","C_binder","Polymer",5.65917244375007,5.65939187405036,22.4674261287551,3.96993645762073,"Volatile"
"D_particle_um","C_surfactant","Surface",-1.53290671213203,3.53025717604017,6.43555433109972,1.82297039852444,"Volatile"
"D_particle_um","Delta_pH","Surface",-0.0108851037491792,0.0129958474995279,0.0219619907346082,1.68992370335263,"Volatile"
"D_particle_um","I_strength","Surface",0.00651848246909207,0.00847989421168545,0.023478680121235,2.76874681866678,"Volatile"
"D_particle_um","Tg_polymer","Polymer",0.0409408560772739,0.0409408560772739,0.107409081904808,2.62351822106696,"Volatile"
"D_particle_um","n_flow","Polymer",23.0719546888484,23.0719546888484,58.14160493149,2.52001209761357,"Volatile"
"D_particle_um","k_perm_mono","Polymer",-0.102493338540929,0.102632947887842,0.337363318577389,3.28708592630568,"Volatile"
"D_particle_um","k_perm_plast","Polymer",-0.323078389020181,0.323333691840175,1.21305115383696,3.75170043967015,"Volatile"
"D_particle_um","k_perm_bind","Polymer",0.0730175907470321,0.0761182130927348,0.174445631692092,2.29177255487547,"Volatile"
"D_particle_um","phi_emulsion","Polymer",6.91725963172191,8.42416855595499,27.7675062066267,3.29617172569488,"Volatile"
"D_particle_um","D_template","Process",-0.033839334380872,0.178367055689487,0.426361151797262,2.39035818665696,"Volatile"
"D_particle_um","T_bp_solv","Process",6.32531675576785,6.4640545518524,19.1362158946757,2.96040445531077,"Volatile"
"Dp90_um","ALR","Process",-25.5358025567317,25.5358025567317,42.7387760966401,1.67368055112775,"Volatile"
"Dp90_um","P_system","Process",-4.99231414503917,8.71060548726172,14.6040284153953,1.67658016847991,"Volatile"
"Dp90_um","P_feed","Process",-16.6339773516247,16.6339773516247,29.5264918099109,1.77507106002083,"Volatile"
"Dp90_um","mdot_L","Process",0.494625145319718,1.87857654855923,4.32507809877464,2.30231666742127,"Volatile"
"Dp90_um","sigma","Surface",3.11074031329651,6.8149223460784,9.06625326522066,1.33035312873928,"Volatile"
"Dp90_um","mu_L","Process",89.1878961225235,89.1878961225235,210.654145402828,2.36191405516997,"Volatile"
"Dp90_um","rho_L","Process",16.9578484900134,16.9578484900134,43.6220156963892,2.57237913890306,"Volatile"
"Dp90_um","alpha_g_0","Process",-13.819046550627,15.4818688719873,34.4159398831762,2.22298355371346,"Volatile"
"Dp90_um","D_b","Process",1.79823630515341,1.80570792225695,5.73479543101919,3.17592638340496,"Volatile"
"Dp90_um","C_solid_mass","Process",52.7299445002921,52.7299445002921,85.2841524029036,1.61737610784762,"Volatile"
"Dp90_um","T_system","Process",6.32357992574401,6.49064605848706,15.4575549738583,2.38151253890147,"Volatile"
"Dp90_um","mdot_gas_dry","Process",1.61591394317897,2.00580624080229,3.93994488123683,1.96426992851559,"Volatile"
"Dp90_um","Y_in","Process",-0.0300620937054394,0.0300620937054394,0.0949661622710152,3.159000274616,"Volatile"
"Dp90_um","T_feed","Process",-8.83338363155928,8.83736652973411,19.7888873316287,2.2392289903386,"Volatile"
"Dp90_um","t_hold","Process",1.67993185575913,1.67993185575913,7.07714464949139,4.21275697893909,"Volatile"
"Dp90_um","C_monomer","Polymer",-0.576429041724969,0.576429041724969,1.49551195294369,2.59444241127817,"Volatile"
"Dp90_um","C_plasticizer","Polymer",-0.866818773985999,0.866818773985999,3.08659038992716,3.56082549496905,"Volatile"
"Dp90_um","C_binder","Polymer",11.9053928107596,11.9061393425675,39.0252672840147,3.27774320131543,"Volatile"
"Dp90_um","C_surfactant","Surface",-7.14900574362823,7.60033849353864,5.64925740735674,0.743290237949192,"Complex"
"Dp90_um","Delta_pH","Surface",-0.0338855526461592,0.040718661212021,0.0668119551435761,1.64081905334971,"Volatile"
"Dp90_um","I_strength","Surface",0.0194592924091951,0.0244080055333647,0.0613452242384001,2.51332392376525,"Volatile"
"Dp90_um","Tg_polymer","Polymer",0.134287776973954,0.134287776973954,0.340487218183579,2.53550416766241,"Volatile"
"Dp90_um","n_flow","Polymer",63.8061030937292,63.8061030937292,145.002708396002,2.27255233222749,"Volatile"
"Dp90_um","k_perm_mono","Polymer",-0.286587427722606,0.287267338615,0.85969322010356,2.99265911763026,"Volatile"
"Dp90_um","k_perm_plast","Polymer",-0.772359477388085,0.773218627212294,2.6031350867589,3.36662231760252,"Volatile"
"Dp90_um","k_perm_bind","Polymer",0.202669968414281,0.213667472993047,0.44265689159463,2.07170930321732,"Volatile"
"Dp90_um","phi_emulsion","Polymer",17.4445243882297,21.1473817014518,59.532687507118,2.81513278322446,"Volatile"
"Dp90_um","D_template","Process",-0.296170031153371,0.324463637157228,0.46027586912197,1.41857458405711,"Volatile"
"Dp90_um","T_bp_solv","Process",15.793203612273,16.1816781412965,41.9523958696437,2.59258622642968,"Volatile"
"theta_skin_z","ALR","Process",0,0,0,0,"No_interaction"
"theta_skin_z","P_system","Process",0,0,0,0,"No_interaction"
"theta_skin_z","P_feed","Process",0,0,0,0,"No_interaction"
"theta_skin_z","mdot_L","Process",-0.342394991402274,0.342394991402274,0.463652097895654,1.35414392598669,"Volatile"
"theta_skin_z","sigma","Surface",0,0,0,0,"No_interaction"
"theta_skin_z","mu_L","Process",0.366491437940572,0.366491437940572,0.293324800501735,0.800359217530476,"Complex"
"theta_skin_z","rho_L","Process",-0.00398587632111715,0.00398587632111715,0.011208016483032,2.81193282984019,"Volatile"
"theta_skin_z","alpha_g_0","Process",8.13290992412899e-05,8.13290992412899e-05,0.000217073203201862,2.66907177414866,"Volatile"
"theta_skin_z","D_b","Process",-5.8993805166086e-05,5.8993805166086e-05,0.000129372224654437,2.19297982712275,"Volatile"
"theta_skin_z","C_solid_mass","Process",0.287677596731676,0.287677596731676,0.359974368607196,1.2513117903406,"Volatile"
