"template","dose","Bond_Strength","Retained_Porosity","Template_Target_Score"
"surface_weld",0.569152542372881,0.249457130254928,0.121102399234281,0.0839162964513887
"surface_weld",0.587457627118644,0.249471184438646,0.107400363368679,0.074425852719244
"surface_weld",0.605762711864407,0.24948167093065,0.0936983282682806,0.0649334122156475
"surface_weld",0.62406779661017,0.249489495301224,0.0799962943952278,0.0554395844324902
"surface_weld",0.642372881355932,0.249495333307345,0.0662942625785379,0.0459447993993843
"surface_weld",0.660677966101695,0.249499689194921,0.0525922344962291,0.0364493608850539
"surface_weld",0.678983050847458,0.249502939218605,0.0388902141751959,0.0269534866929872
"surface_weld",0.69728813559322,0.249505364123492,0.0251882143849004,0.0174573478887488
"surface_weld",0.715593220338983,0.249507173386225,0.0114863087896447,0.00796119049973976
"surface_weld",0.733898305084746,0.24950852330498,5.0066208901911e-05,7.02720870182638e-05
"surface_weld",0.752203389830509,0.249509530498509,5.00032327656608e-05,7.02432058417024e-05
"surface_weld",0.770508474576271,0.249510281978984,4.9998524156547e-05,7.02411090905963e-05
"surface_weld",0.788813559322034,0.249510842668049,4.9996794162066e-05,7.02403649607275e-05
"surface_weld",0.807118644067797,0.249511261004958,4.99958955740842e-05,7.02399901637563e-05
"surface_weld",0.82542372881356,0.249511573131041,4.99953451674751e-05,7.0239765742719e-05
"surface_weld",0.843728813559322,0.249511806011893,4.9994973417733e-05,7.02396162005625e-05
"surface_weld",0.862033898305085,0.24951197976692,4.999470548539e-05,7.02395089653418e-05
"surface_weld",0.880338983050848,0.249512109407476,4.99945032097493e-05,7.02394278664364e-05
"surface_weld",0.89864406779661,0.249512206133721,4.9994345091342e-05,7.02393640462651e-05
"surface_weld",0.916949152542373,0.249512278302227,4.99942180936519e-05,7.02393122784528e-05
"surface_weld",0.935254237288136,0.249512332147932,4.99941138522031e-05,7.02392692897291e-05
"surface_weld",0.953559322033898,0.249512372322795,4.99940267533749e-05,7.02392329267054e-05
"surface_weld",0.971864406779661,0.249512402297692,4.9993952889904e-05,7.02392017117859e-05
"surface_weld",0.990169491525424,0.249512424662284,4.99938894579222e-05,7.02391745941444e-05
"surface_weld",1.00847457627119,0.249512441348747,4.99938343933581e-05,7.0239150802065e-05
"surface_weld",1.02677966101695,0.249512453798694,4.99937861430655e-05,7.02391297542349e-05
"surface_weld",1.04508474576271,0.249512463087734,4.99937435158304e-05,7.02391110015688e-05
"surface_weld",1.06338983050847,0.249512470018385,4.99937055827848e-05,7.02390941910158e-05
"surface_weld",1.08169491525424,0.249512475189418,4.99936716090721e-05,7.02390790394691e-05
"surface_weld",1.1,0.249512479047581,4.99936410054413e-05,7.02390653172236e-05
"capillary_bridge",0.02,0.0159920228163059,0.359946273863617,0.0159897899876531
"capillary_bridge",0.0383050847457627,0.029957447767141,0.359946273848755,0.0299530578250671
"capillary_bridge",0.0566101694915254,0.0427659609403054,0.359946273833161,0.0427596344306709
"capillary_bridge",0.0749152542372881,0.0540860180770895,0.35994627381678,0.0540779898989232
"capillary_bridge",0.0932203389830509,0.0637675710023379,0.35994627379955,0.0637580909058464
"capillary_bridge",0.111525423728814,0.0718180644487048,0.359946273781404,0.0718073784789115
"capillary_bridge",0.129830508474576,0.078357130223595,0.359946273762267,0.0783454654382365
"capillary_bridge",0.148135593220339,0.0835681001553823,0.359946273742054,0.0835556556773323
"capillary_bridge",0.166440677966102,0.0876579005931424,0.359946273720673,0.0876448443414899
"capillary_bridge",0.184745762711864,0.0908295271609536,0.35994627369802,0.0908159965655218
"capillary_bridge",0.203050847457627,0.0932663343843256,0.359946273673978,0.0932524393875902
"capillary_bridge",0.22135593220339,0.0951252186468065,0.359946273648414,0.0951110456942625
